Partido,Fecha_Hora_Colombia,Liga,Mercado,Tipo_Mercado,Archivo_Origen,Verified_Score,Source
FC Utrecht vs Almere City,2025-02-09 06:15:00,Eredivisie,Under 2.5,Goles (Over/Under),historical_20250207_con_resultados.csv,,
FC Utrecht vs Almere City,2025-02-09 06:15:00,Eredivisie,Over 2.5,Goles (Over/Under),historical_20250207_con_resultados.csv,,
Fortuna Sittard vs Ajax,2025-02-09 08:30:00,Eredivisie,Under 2.5,Goles (Over/Under),historical_20250207_con_resultados.csv,,
Fortuna Sittard vs Ajax,2025-02-09 08:30:00,Eredivisie,Over 2.5,Goles (Over/Under),historical_20250207_con_resultados.csv,,
Fortuna Sittard vs Ajax,2025-02-09 08:30:00,Eredivisie,Under 3.5,Goles (Over/Under),historical_20250207_con_resultados.csv,,
Fortuna Sittard vs Ajax,2025-02-09 08:30:00,Eredivisie,Over 3.5,Goles (Over/Under),historical_20250207_con_resultados.csv,,
Fortuna Sittard vs Ajax,2025-02-09 08:30:00,Eredivisie,Over 2.75,Goles (Over/Under),historical_20250207_con_resultados.csv,,
Fortuna Sittard vs Ajax,2025-02-09 08:30:00,Eredivisie,Under 2.75,Goles (Over/Under),historical_20250207_con_resultados.csv,,
Go Ahead Eagles vs Sparta Rotterdam,2025-02-14 14:00:00,Eredivisie,Over 2.5,Goles (Over/Under),historical_20250214_con_resultados.csv,,
Go Ahead Eagles vs Sparta Rotterdam,2025-02-14 14:00:00,Eredivisie,Under 2.5,Goles (Over/Under),historical_20250214_con_resultados.csv,,
Go Ahead Eagles vs Sparta Rotterdam,2025-02-14 14:00:00,Eredivisie,Over 2.75,Goles (Over/Under),historical_20250214_con_resultados.csv,,
Go Ahead Eagles vs Sparta Rotterdam,2025-02-14 14:00:00,Eredivisie,Under 2.75,Goles (Over/Under),historical_20250214_con_resultados.csv,,
PSV Eindhoven vs FC Utrecht,2025-02-15 10:30:00,Eredivisie,Over 3.5,Goles (Over/Under),historical_20250214_con_resultados.csv,,
PSV Eindhoven vs FC Utrecht,2025-02-15 10:30:00,Eredivisie,Under 3.5,Goles (Over/Under),historical_20250214_con_resultados.csv,,
NAC Breda vs Feyenoord,2025-02-15 12:45:00,Eredivisie,Over 3.0,Goles (Over/Under),historical_20250214_con_resultados.csv,,
NAC Breda vs Feyenoord,2025-02-15 12:45:00,Eredivisie,Under 3.0,Goles (Over/Under),historical_20250214_con_resultados.csv,,
NAC Breda vs Feyenoord,2025-02-15 12:45:00,Eredivisie,Over 2.5,Goles (Over/Under),historical_20250214_con_resultados.csv,,
NAC Breda vs Feyenoord,2025-02-15 12:45:00,Eredivisie,Under 2.5,Goles (Over/Under),historical_20250214_con_resultados.csv,,
Willem II vs Groningen,2025-02-15 15:00:00,Eredivisie,Over 2.0,Goles (Over/Under),historical_20250214_con_resultados.csv,,
Willem II vs Groningen,2025-02-15 15:00:00,Eredivisie,Under 2.0,Goles (Over/Under),historical_20250214_con_resultados.csv,,
Willem II vs Groningen,2025-02-15 15:00:00,Eredivisie,Over 2.5,Goles (Over/Under),historical_20250214_con_resultados.csv,,
Willem II vs Groningen,2025-02-15 15:00:00,Eredivisie,Under 2.5,Goles (Over/Under),historical_20250214_con_resultados.csv,,
NEC Nijmegen vs Almere City,2025-02-16 06:15:00,Eredivisie,Over 2.5,Goles (Over/Under),historical_20250214_con_resultados.csv,,
NEC Nijmegen vs Almere City,2025-02-16 06:15:00,Eredivisie,Under 2.5,Goles (Over/Under),historical_20250214_con_resultados.csv,,
FC Twente Enschede vs NEC Nijmegen,2025-02-23 08:30:00,Eredivisie,Over 2.5,Goles (Over/Under),historical_20250221_con_resultados.csv,,
FC Twente Enschede vs NEC Nijmegen,2025-02-23 08:30:00,Eredivisie,Under 2.5,Goles (Over/Under),historical_20250221_con_resultados.csv,,
FC Twente Enschede vs NEC Nijmegen,2025-02-23 08:30:00,Eredivisie,Over 2.75,Goles (Over/Under),historical_20250221_con_resultados.csv,,
FC Twente Enschede vs NEC Nijmegen,2025-02-23 08:30:00,Eredivisie,Under 2.75,Goles (Over/Under),historical_20250221_con_resultados.csv,,
FC Twente Enschede vs NEC Nijmegen,2025-02-23 08:30:00,Eredivisie,Over 3.0,Goles (Over/Under),historical_20250221_con_resultados.csv,,
FC Twente Enschede vs NEC Nijmegen,2025-02-23 08:30:00,Eredivisie,Under 3.0,Goles (Over/Under),historical_20250221_con_resultados.csv,,
RKC Waalwijk vs Fortuna Sittard,2025-02-28 14:00:00,Eredivisie,Over 2.75,Goles (Over/Under),historical_20250228_con_resultados.csv,,
RKC Waalwijk vs Fortuna Sittard,2025-02-28 14:00:00,Eredivisie,Under 2.75,Goles (Over/Under),historical_20250228_con_resultados.csv,,
RKC Waalwijk vs Fortuna Sittard,2025-02-28 14:00:00,Eredivisie,Over 2.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
RKC Waalwijk vs Fortuna Sittard,2025-02-28 14:00:00,Eredivisie,Under 2.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
FC Utrecht vs NAC Breda,2025-03-01 10:30:00,Eredivisie,Over 2.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
FC Utrecht vs NAC Breda,2025-03-01 10:30:00,Eredivisie,Under 2.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
FC Utrecht vs NAC Breda,2025-03-01 10:30:00,Eredivisie,Over 3.0,Goles (Over/Under),historical_20250228_con_resultados.csv,,
FC Utrecht vs NAC Breda,2025-03-01 10:30:00,Eredivisie,Under 3.0,Goles (Over/Under),historical_20250228_con_resultados.csv,,
FC Utrecht vs NAC Breda,2025-03-01 10:30:00,Eredivisie,Over 2.75,Goles (Over/Under),historical_20250228_con_resultados.csv,,
FC Utrecht vs NAC Breda,2025-03-01 10:30:00,Eredivisie,Under 2.75,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Go Ahead Eagles vs PSV Eindhoven,2025-03-01 12:45:00,Eredivisie,Over 3.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Go Ahead Eagles vs PSV Eindhoven,2025-03-01 12:45:00,Eredivisie,Under 3.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Go Ahead Eagles vs PSV Eindhoven,2025-03-01 12:45:00,Eredivisie,Over 3.25,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Go Ahead Eagles vs PSV Eindhoven,2025-03-01 12:45:00,Eredivisie,Under 3.25,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Groningen vs FC Twente Enschede,2025-03-01 14:00:00,Eredivisie,Over 2.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Groningen vs FC Twente Enschede,2025-03-01 14:00:00,Eredivisie,Under 2.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Feyenoord vs NEC Nijmegen,2025-03-01 15:00:00,Eredivisie,Over 2.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Feyenoord vs NEC Nijmegen,2025-03-01 15:00:00,Eredivisie,Under 2.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Feyenoord vs NEC Nijmegen,2025-03-01 15:00:00,Eredivisie,Over 3.0,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Feyenoord vs NEC Nijmegen,2025-03-01 15:00:00,Eredivisie,Under 3.0,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Heerenveen vs AZ Alkmaar,2025-03-02 06:15:00,Eredivisie,Over 2.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Heerenveen vs AZ Alkmaar,2025-03-02 06:15:00,Eredivisie,Under 2.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Almere City vs Ajax,2025-03-02 08:30:00,Eredivisie,Over 2.75,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Almere City vs Ajax,2025-03-02 08:30:00,Eredivisie,Under 2.75,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Almere City vs Ajax,2025-03-02 08:30:00,Eredivisie,Over 2.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Almere City vs Ajax,2025-03-02 08:30:00,Eredivisie,Under 2.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Heracles Almelo vs FC Zwolle,2025-03-02 08:30:00,Eredivisie,Over 2.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Heracles Almelo vs FC Zwolle,2025-03-02 08:30:00,Eredivisie,Under 2.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Fagiano Okayama vs Kyoto Purple Sanga,2025-02-15 00:00:00,J1 League,Over 2.5,Goles (Over/Under),historical_20250214_con_resultados.csv,,
Fagiano Okayama vs Kyoto Purple Sanga,2025-02-15 00:00:00,J1 League,Under 2.5,Goles (Over/Under),historical_20250214_con_resultados.csv,,
Fagiano Okayama vs Kyoto Purple Sanga,2025-02-15 00:00:00,J1 League,Over 2.25,Goles (Over/Under),historical_20250214_con_resultados.csv,,
Fagiano Okayama vs Kyoto Purple Sanga,2025-02-15 00:00:00,J1 League,Under 2.25,Goles (Over/Under),historical_20250214_con_resultados.csv,,
Yokohama FC vs FC Tokyo,2025-02-15 00:00:00,J1 League,Over 2.5,Goles (Over/Under),historical_20250214_con_resultados.csv,,
Yokohama FC vs FC Tokyo,2025-02-15 00:00:00,J1 League,Under 2.5,Goles (Over/Under),historical_20250214_con_resultados.csv,,
Yokohama FC vs FC Tokyo,2025-02-15 00:00:00,J1 League,Over 2.25,Goles (Over/Under),historical_20250214_con_resultados.csv,,
Yokohama FC vs FC Tokyo,2025-02-15 00:00:00,J1 League,Under 2.25,Goles (Over/Under),historical_20250214_con_resultados.csv,,
Tokyo Verdy vs Shimizu S Pulse,2025-02-16 00:00:00,J1 League,Over 2.5,Goles (Over/Under),historical_20250214_con_resultados.csv,,
Tokyo Verdy vs Shimizu S Pulse,2025-02-16 00:00:00,J1 League,Under 2.5,Goles (Over/Under),historical_20250214_con_resultados.csv,,
Tokyo Verdy vs Shimizu S Pulse,2025-02-16 00:00:00,J1 League,Over 2.25,Goles (Over/Under),historical_20250214_con_resultados.csv,,
Tokyo Verdy vs Shimizu S Pulse,2025-02-16 00:00:00,J1 League,Under 2.25,Goles (Over/Under),historical_20250214_con_resultados.csv,,
Kashiwa Reysol vs Kawasaki Frontale,2025-02-22 00:00:00,J1 League,Over 2.5,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Kashiwa Reysol vs Kawasaki Frontale,2025-02-22 00:00:00,J1 League,Under 2.5,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Kashiwa Reysol vs Kawasaki Frontale,2025-02-22 00:00:00,J1 League,Over 2.75,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Kashiwa Reysol vs Kawasaki Frontale,2025-02-22 00:00:00,J1 League,Under 2.75,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Kyoto Purple Sanga vs Urawa Red Diamonds,2025-02-22 00:00:00,J1 League,Over 2.5,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Kyoto Purple Sanga vs Urawa Red Diamonds,2025-02-22 00:00:00,J1 League,Under 2.5,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Shimizu S Pulse vs Albirex Niigata,2025-02-22 00:00:00,J1 League,Over 2.5,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Shimizu S Pulse vs Albirex Niigata,2025-02-22 00:00:00,J1 League,Under 2.5,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Shimizu S Pulse vs Albirex Niigata,2025-02-22 00:00:00,J1 League,Over 2.25,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Shimizu S Pulse vs Albirex Niigata,2025-02-22 00:00:00,J1 League,Under 2.25,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Yokohama FC vs Fagiano Okayama,2025-02-22 00:00:00,J1 League,Over 2.5,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Yokohama FC vs Fagiano Okayama,2025-02-22 00:00:00,J1 League,Under 2.5,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Yokohama FC vs Fagiano Okayama,2025-02-22 00:00:00,J1 League,Over 2.0,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Yokohama FC vs Fagiano Okayama,2025-02-22 00:00:00,J1 League,Under 2.0,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Yokohama FC vs Fagiano Okayama,2025-02-22 00:00:00,J1 League,Over 2.25,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Yokohama FC vs Fagiano Okayama,2025-02-22 00:00:00,J1 League,Under 2.25,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Gamba Osaka vs Avispa Fukuoka,2025-02-22 01:00:00,J1 League,Over 2.5,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Gamba Osaka vs Avispa Fukuoka,2025-02-22 01:00:00,J1 League,Under 2.5,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Gamba Osaka vs Avispa Fukuoka,2025-02-22 01:00:00,J1 League,Over 2.0,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Gamba Osaka vs Avispa Fukuoka,2025-02-22 01:00:00,J1 League,Under 2.0,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Gamba Osaka vs Avispa Fukuoka,2025-02-22 01:00:00,J1 League,Over 1.5,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Gamba Osaka vs Avispa Fukuoka,2025-02-22 01:00:00,J1 League,Under 1.5,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Kashima Antlers vs Tokyo Verdy,2025-02-22 01:00:00,J1 League,Over 2.5,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Kashima Antlers vs Tokyo Verdy,2025-02-22 01:00:00,J1 League,Under 2.5,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Kashima Antlers vs Tokyo Verdy,2025-02-22 01:00:00,J1 League,Over 2.25,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Kashima Antlers vs Tokyo Verdy,2025-02-22 01:00:00,J1 League,Under 2.25,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Yokohama F Marinos vs Shonan Bellmare,2025-02-28 23:00:00,J1 League,Over 2.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Yokohama F Marinos vs Shonan Bellmare,2025-02-28 23:00:00,J1 League,Under 2.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Yokohama F Marinos vs Shonan Bellmare,2025-02-28 23:00:00,J1 League,Over 2.75,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Yokohama F Marinos vs Shonan Bellmare,2025-02-28 23:00:00,J1 League,Under 2.75,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Kashima Antlers vs FC Tokyo,2025-03-01 00:00:00,J1 League,Over 2.25,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Kashima Antlers vs FC Tokyo,2025-03-01 00:00:00,J1 League,Under 2.25,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Kashima Antlers vs FC Tokyo,2025-03-01 00:00:00,J1 League,Over 2.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Kashima Antlers vs FC Tokyo,2025-03-01 00:00:00,J1 League,Under 2.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Kawasaki Frontale vs Kyoto Purple Sanga,2025-03-01 01:00:00,J1 League,Over 2.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Kawasaki Frontale vs Kyoto Purple Sanga,2025-03-01 01:00:00,J1 League,Under 2.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Kawasaki Frontale vs Kyoto Purple Sanga,2025-03-01 01:00:00,J1 League,Over 2.75,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Kawasaki Frontale vs Kyoto Purple Sanga,2025-03-01 01:00:00,J1 League,Under 2.75,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Albirex Niigata vs Cerezo Osaka,2025-03-02 00:00:00,J1 League,Over 2.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Albirex Niigata vs Cerezo Osaka,2025-03-02 00:00:00,J1 League,Under 2.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Albirex Niigata vs Cerezo Osaka,2025-03-02 00:00:00,J1 League,Over 2.25,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Albirex Niigata vs Cerezo Osaka,2025-03-02 00:00:00,J1 League,Under 2.25,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Fagiano Okayama vs Shimizu S Pulse,2025-03-02 00:00:00,J1 League,Over 2.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Fagiano Okayama vs Shimizu S Pulse,2025-03-02 00:00:00,J1 League,Under 2.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Fagiano Okayama vs Shimizu S Pulse,2025-03-02 00:00:00,J1 League,Over 2.0,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Fagiano Okayama vs Shimizu S Pulse,2025-03-02 00:00:00,J1 League,Under 2.0,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Tokyo Verdy vs Gamba Osaka,2025-03-02 00:00:00,J1 League,Over 1.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Tokyo Verdy vs Gamba Osaka,2025-03-02 00:00:00,J1 League,Under 1.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Tokyo Verdy vs Gamba Osaka,2025-03-02 00:00:00,J1 League,Over 2.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Tokyo Verdy vs Gamba Osaka,2025-03-02 00:00:00,J1 League,Under 2.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Tokyo Verdy vs Gamba Osaka,2025-03-02 00:00:00,J1 League,Over 2.0,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Tokyo Verdy vs Gamba Osaka,2025-03-02 00:00:00,J1 League,Under 2.0,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Urawa Red Diamonds vs Kashiwa Reysol,2025-03-02 01:00:00,J1 League,Over 2.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Urawa Red Diamonds vs Kashiwa Reysol,2025-03-02 01:00:00,J1 League,Under 2.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Urawa Red Diamonds vs Kashiwa Reysol,2025-03-02 01:00:00,J1 League,Over 2.0,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Urawa Red Diamonds vs Kashiwa Reysol,2025-03-02 01:00:00,J1 League,Under 2.0,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Pohang Steelers vs Daejeon Citizen,2025-02-14 23:00:00,K League 1,Over 2.25,Goles (Over/Under),historical_20250214_con_resultados.csv,,
Pohang Steelers vs Daejeon Citizen,2025-02-14 23:00:00,K League 1,Under 2.25,Goles (Over/Under),historical_20250214_con_resultados.csv,,
Pohang Steelers vs Daejeon Citizen,2025-02-14 23:00:00,K League 1,Over 2.5,Goles (Over/Under),historical_20250214_con_resultados.csv,,
Pohang Steelers vs Daejeon Citizen,2025-02-14 23:00:00,K League 1,Under 2.5,Goles (Over/Under),historical_20250214_con_resultados.csv,,
Jeju United FC vs FC Seoul,2025-02-15 01:30:00,K League 1,Over 2.5,Goles (Over/Under),historical_20250214_con_resultados.csv,,
Jeju United FC vs FC Seoul,2025-02-15 01:30:00,K League 1,Under 2.5,Goles (Over/Under),historical_20250214_con_resultados.csv,,
Jeju United FC vs FC Seoul,2025-02-15 01:30:00,K League 1,Over 2.25,Goles (Over/Under),historical_20250214_con_resultados.csv,,
Jeju United FC vs FC Seoul,2025-02-15 01:30:00,K League 1,Under 2.25,Goles (Over/Under),historical_20250214_con_resultados.csv,,
Gwangju FC vs Suwon FC,2025-02-15 02:30:00,K League 1,Over 2.5,Goles (Over/Under),historical_20250214_con_resultados.csv,,
Gwangju FC vs Suwon FC,2025-02-15 02:30:00,K League 1,Under 2.5,Goles (Over/Under),historical_20250214_con_resultados.csv,,
Gwangju FC vs Suwon FC,2025-02-15 02:30:00,K League 1,Over 2.25,Goles (Over/Under),historical_20250214_con_resultados.csv,,
Gwangju FC vs Suwon FC,2025-02-15 02:30:00,K League 1,Under 2.25,Goles (Over/Under),historical_20250214_con_resultados.csv,,
Daegu FC vs Gangwon FC,2025-02-16 02:30:00,K League 1,Over 2.5,Goles (Over/Under),historical_20250214_con_resultados.csv,,
Daegu FC vs Gangwon FC,2025-02-16 02:30:00,K League 1,Under 2.5,Goles (Over/Under),historical_20250214_con_resultados.csv,,
Daegu FC vs Gangwon FC,2025-02-16 02:30:00,K League 1,Over 2.25,Goles (Over/Under),historical_20250214_con_resultados.csv,,
Daegu FC vs Gangwon FC,2025-02-16 02:30:00,K League 1,Under 2.25,Goles (Over/Under),historical_20250214_con_resultados.csv,,
Jeonbuk Hyundai Motors vs Sangju Sangmu FC,2025-02-16 02:30:00,K League 1,Over 2.5,Goles (Over/Under),historical_20250214_con_resultados.csv,,
Jeonbuk Hyundai Motors vs Sangju Sangmu FC,2025-02-16 02:30:00,K League 1,Under 2.5,Goles (Over/Under),historical_20250214_con_resultados.csv,,
Jeju United FC vs Sangju Sangmu FC,2025-02-22 00:00:00,K League 1,Over 2.5,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Jeju United FC vs Sangju Sangmu FC,2025-02-22 00:00:00,K League 1,Under 2.5,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Daegu FC vs Suwon FC,2025-02-22 02:30:00,K League 1,Over 2.5,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Daegu FC vs Suwon FC,2025-02-22 02:30:00,K League 1,Under 2.5,Goles (Over/Under),historical_20250221_con_resultados.csv,,
FC Seoul vs FC Anyang,2025-02-22 02:30:00,K League 1,Over 2.5,Goles (Over/Under),historical_20250221_con_resultados.csv,,
FC Seoul vs FC Anyang,2025-02-22 02:30:00,K League 1,Under 2.5,Goles (Over/Under),historical_20250221_con_resultados.csv,,
FC Seoul vs FC Anyang,2025-02-22 02:30:00,K League 1,Over 2.25,Goles (Over/Under),historical_20250221_con_resultados.csv,,
FC Seoul vs FC Anyang,2025-02-22 02:30:00,K League 1,Under 2.25,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Daejeon Citizen vs Ulsan Hyundai FC,2025-02-23 00:00:00,K League 1,Over 2.5,Goles (Over/Under),historical_20250221_con_resultados.csv,,
