Partido,Fecha_Hora_Colombia,Liga,Tipo_Mercado,Mercado,Mejor_Cuota,Mejor_Casa,Num_Casas,Score_Final,Diferencia_Cuota_Promedio,Volatilidad_Pct,Margen_Casa_Pct,Cuota_Promedio_Mercado,Todas_Las_Cuotas,_source_file,_loaded_at,Resultado,Resultado_Cumplido,Confianza,Marcador,Estado_Partido,Fuente_Web,Actualizado_Web_UTC,Estrategia,Prioridad
Schweinfurt vs TSV Havelse,2025-12-14 13:30:00,3. Liga,Goles (Over/Under),Under 3.5,1.6,betsson,2,0.106,0.01,0.63,7.55,1.59,betsson:1.6; codere_it:1.58,analisis_mercados_fusionado_20251213_con_confianza_con_resultados_days7.csv,2025-12-15T20:48:10,Fallido,,45.7,2-3,,,,,
AC Milan vs Sassuolo,2025-12-14 06:30:00,Serie A,Doble Chance,X2,2.93,pinnacle,4,0.1232,0.05,1.28,4.06,2.88,pinnacle:2.93; marathonbet:2.9; betsson:2.85; codere_it:2.84,analisis_mercados_fusionado_20251213_con_confianza_con_resultados_days7.csv,2025-12-15T20:48:10,Acertado,,45.53,2-2,,,,,
Panetolikos Agrinio vs AEK Athens,2025-12-14 10:30:00,Super League,Goles (Over/Under),Over 2.5,1.97,betsson,3,0.1663,0.0233,1.7,5.11,1.9467,betsson:1.97; pinnacle:1.97; codere_it:1.9,analisis_mercados_fusionado_20251213_con_confianza_con_resultados_days7.csv,2025-12-15T20:48:10,Acertado,,44.79,0-5,,,,,
Carrarese vs Virtus Entella,2025-12-14 09:00:00,Serie B,Goles (Over/Under),Over 2.5,2.15,betsson,2,0.0534,0.02,0.94,8.24,2.13,betsson:2.15; codere_it:2.11,analisis_mercados_fusionado_20251213_con_confianza_con_resultados_days7.csv,2025-12-15T20:48:10,Acertado,,44.67,3-1,,,,,
Panetolikos Agrinio vs AEK Athens,2025-12-14 10:30:00,Super League,Doble Chance,X2,1.07,betsson,3,0.1973,0.0167,1.61,5.88,1.0533,betsson:1.07; pinnacle:1.06; codere_it:1.03,analisis_mercados_fusionado_20251213_con_confianza_con_resultados_days7.csv,2025-12-15T20:48:10,Acertado,,44.63,0-5,,,,,
RC Lens vs Nice,2025-12-14 11:15:00,Ligue 1,Doble Chance,X2,2.82,pinnacle,4,0.1069,0.0475,1.45,3.93,2.7725,pinnacle:2.82; betsson:2.79; marathonbet:2.77; codere_it:2.71,analisis_mercados_fusionado_20251213_con_confianza_con_resultados_days7.csv,2025-12-15T20:48:10,Fallido,,44.29,2-0,,,,,
Austria Wien vs Sturm Graz,2025-12-14 11:00:00,Austrian Bundesliga,Goles (Over/Under),Under 2.5,1.93,pinnacle,3,0.562,0.03,1.87,3.63,1.9,pinnacle:1.93; codere_it:1.92; betsson:1.85,analisis_mercados_fusionado_20251213_con_confianza_con_resultados_days7.csv,2025-12-15T20:48:10,Fallido,,43.92,3-1,,,,,
Moreirense FC vs Benfica,2025-12-14 13:00:00,Primeira Liga,Goles (Over/Under),Under 2.5,2.04,pinnacle,2,0.4926,0.03,1.49,3.37,2.01,pinnacle:2.04; betsson:1.98,analisis_mercados_fusionado_20251213_con_confianza_con_resultados_days7.csv,2025-12-15T20:48:10,Fallido,,43.62,0-4,,,,,
Arsenal vs Wolverhampton Wanderers,2025-12-13 15:00:00,EPL,Goles (Over/Under),Under 3.5,1.68,betsson,2,0.3241,0.03,1.82,5.4,1.65,betsson:1.68; codere_it:1.62,analisis_mercados_fusionado_20251213_con_confianza_con_resultados_days7.csv,2025-12-15T20:48:10,Acertado,,42.92,2-1,,,,,
FC Basel vs FC Lausanne-Sport,2025-12-14 10:30:00,Swiss Superleague,Goles (Over/Under),Over 3.5,2.0,pinnacle,3,1.1191,0.1033,3.86,3.19,1.8967,pinnacle:2.0; betsson:1.85; codere_it:1.84,analisis_mercados_fusionado_20251213_con_confianza_con_resultados_days7.csv,2025-12-15T20:48:10,Fallido,,42.43,0-0,,,,,
Motor Lublin vs Jagiellonia Białystok,2025-12-14 11:30:00,Ekstraklasa,Goles (Over/Under),Under 2.5,2.12,betsson,2,0.0758,0.01,0.47,7.78,2.11,betsson:2.12; codere_it:2.1,analisis_mercados_fusionado_20251213_con_confianza_con_resultados_days7.csv,2025-12-15T20:48:10,Acertado,,42.32,1-1,,,,,
Famalicão vs Estoril,2025-12-14 10:30:00,Primeira Liga,Goles (Over/Under),Under 2.5,2.0,pinnacle,2,0.5086,0.04,2.04,3.48,1.96,pinnacle:2.0; betsson:1.92,analisis_mercados_fusionado_20251213_con_confianza_con_resultados_days7.csv,2025-12-15T20:48:10,Fallido,,42.11,4-0,,,,,
Gent vs Royal Antwerp,2025-12-14 07:30:00,Belgium First Div,Goles (Over/Under),Under 2.5,1.99,pinnacle,2,0.4012,0.025,1.27,3.44,1.965,pinnacle:1.99; betsson:1.94,analisis_mercados_fusionado_20251213_con_confianza_con_resultados_days7.csv,2025-12-15T20:48:10,Acertado,,41.92,0-2,,,,,
AC Milan vs Sassuolo,2025-12-14 06:30:00,Serie A,Goles (Over/Under),Under 2.5,1.98,pinnacle,3,0.4076,0.02,1.44,3.14,1.96,pinnacle:1.98; codere_it:1.98; betsson:1.92,analisis_mercados_fusionado_20251213_con_confianza_con_resultados_days7.csv,2025-12-15T20:48:10,Fallido,,41.74,2-2,,,,,
Marseille vs AS Monaco,2025-12-14 14:45:00,Ligue 1,Doble Chance,1X,1.29,pinnacle,4,0.2147,0.0075,0.34,3.4,1.2825,pinnacle:1.29; betsson:1.28; codere_it:1.28; marathonbet:1.28,analisis_mercados_fusionado_20251213_con_confianza_con_resultados_days7.csv,2025-12-15T20:48:10,Acertado,,41.74,1-0,,,,,
Wellington Phoenix FC vs Newcastle Jets FC,2025-12-13 21:00:00,A-League,Doble Chance,1X,1.61,pinnacle,4,1.081,0.08,3.49,3.21,1.53,pinnacle:1.61; betsson:1.53; marathonbet:1.52; codere_it:1.46,analisis_mercados_fusionado_20251213_con_confianza_con_resultados_days7.csv,2025-12-15T20:48:10,Fallido,,41.53,1-3,,,,,
Gazişehir Gaziantep vs Goztepe,2025-12-14 06:30:00,Super League,Doble Chance,X2,1.39,codere_it,4,-0.0135,0.015,1.09,5.94,1.375,codere_it:1.39; pinnacle:1.39; betsson:1.36; marathonbet:1.36,analisis_mercados_fusionado_20251213_con_confianza_con_resultados_days7.csv,2025-12-15T20:48:10,Acertado,,41.24,0-1,,,,,
Deportivo La Coruña vs Real Sociedad B,2025-12-13 15:00:00,La Liga 2,Doble Chance,1X,1.12,pinnacle,4,0.9945,0.03,1.72,3.61,1.09,pinnacle:1.12; betsson:1.09; marathonbet:1.08; codere_it:1.07,analisis_mercados_fusionado_20251213_con_confianza_con_resultados_days7.csv,2025-12-15T20:48:10,Fallido,,41.19,0-3,,,,,
Marseille vs AS Monaco,2025-12-14 14:45:00,Ligue 1,Goles (Over/Under),Under 3.5,1.65,betsson,2,0.1991,0.02,1.23,6.48,1.63,betsson:1.65; codere_it:1.61,analisis_mercados_fusionado_20251213_con_confianza_con_resultados_days7.csv,2025-12-15T20:48:10,Acertado,,41.19,1-0,,,,,
Toluca vs Tigres,2025-12-14 20:00:00,Liga MX,Doble Chance,1X,1.24,pinnacle,3,0.3642,0.0067,0.38,5.19,1.2333,pinnacle:1.24; betsson:1.23; marathonbet:1.23,analisis_mercados_fusionado_20251213_con_confianza_con_resultados_days7.csv,2025-12-15T20:48:10,Acertado,,41.1,2-1,,,,,
SV Darmstadt 98 vs SC Preußen Münster,2025-12-14 07:30:00,Bundesliga 2,Goles (Over/Under),Under 2.5,2.18,betsson,2,0.0251,0.01,0.46,8.37,2.17,betsson:2.18; codere_it:2.16,analisis_mercados_fusionado_20251213_con_confianza_con_resultados_days7.csv,2025-12-15T20:48:10,Acertado,,41.08,1-0,,,,,
Panetolikos Agrinio vs AEK Athens,2025-12-14 10:30:00,Super League,Goles (Over/Under),Under 2.5,1.88,pinnacle,3,0.5089,0.0467,2.24,3.95,1.8333,pinnacle:1.88; betsson:1.84; codere_it:1.78,analisis_mercados_fusionado_20251213_con_confianza_con_resultados_days7.csv,2025-12-15T20:48:10,Fallido,,40.99,0-5,,,,,
Wellington Phoenix FC vs Newcastle Jets FC,2025-12-13 21:00:00,A-League,Goles (Over/Under),Over 3.5,2.13,codere_it,2,-0.1212,0.005,0.24,7.92,2.125,codere_it:2.13; betsson:2.12,analisis_mercados_fusionado_20251213_con_confianza_con_resultados_days7.csv,2025-12-15T20:48:10,Acertado,,40.56,1-3,,,,,
RB Salzburg vs Wolfsberger AC,2025-12-14 08:30:00,Austrian Bundesliga,Goles (Over/Under),Over 2.5,1.68,betsson,2,-0.1145,0.015,0.9,7.6,1.665,betsson:1.68; codere_it:1.65,analisis_mercados_fusionado_20251213_con_confianza_con_resultados_days7.csv,2025-12-15T20:48:10,Acertado,,40.31,2-1,,,,,
Charleroi vs Union Saint-Gilloise,2025-12-14 12:30:00,Belgium First Div,Goles (Over/Under),Under 2.5,1.84,pinnacle,2,0.4392,0.04,2.22,3.37,1.8,pinnacle:1.84; betsson:1.76,analisis_mercados_fusionado_20251213_con_confianza_con_resultados_days7.csv,2025-12-15T20:48:10,Acertado,,39.82,1-1,,,,,
Sunderland vs Newcastle United,2025-12-14 09:00:00,EPL,Goles (Over/Under),Under 2.5,1.85,pinnacle,3,0.3675,0.0233,1.81,2.83,1.8267,pinnacle:1.85; codere_it:1.85; betsson:1.78,analisis_mercados_fusionado_20251213_con_confianza_con_resultados_days7.csv,2025-12-15T20:48:10,Acertado,,39.82,1-0,,,,,
Legia Warszawa vs Piast Gliwice,2025-12-14 14:15:00,Ekstraklasa,Goles (Over/Under),Under 2.5,1.75,betsson,2,0.0941,0.01,0.57,7.65,1.74,betsson:1.75; codere_it:1.73,analisis_mercados_fusionado_20251213_con_confianza_con_resultados_days7.csv,2025-12-15T20:48:10,Acertado,,39.18,0-1,,,,,
Sparta Rotterdam vs Heerenveen,2025-12-14 06:15:00,Eredivisie,Goles (Over/Under),Under 3.5,1.59,codere_it,2,0.04,0.015,0.95,6.0,1.575,codere_it:1.59; betsson:1.56,analisis_mercados_fusionado_20251213_con_confianza_con_resultados_days7.csv,2025-12-15T20:48:10,Acertado,,39.06,0-3,,,,,
BSC Young Boys vs FC Luzern,2025-12-14 08:00:00,Swiss Superleague,Goles (Over/Under),Under 3.5,1.72,codere_it,2,0.1109,0.02,1.18,6.22,1.7,codere_it:1.72; betsson:1.68,analisis_mercados_fusionado_20251213_con_confianza_con_resultados_days7.csv,2025-12-15T20:48:10,Acertado,,39.02,2-0,,,,,
Zaragoza vs Cádiz CF,2025-12-13 15:00:00,La Liga 2,Doble Chance,1X,1.29,pinnacle,3,0.9003,0.0267,1.63,3.41,1.2633,pinnacle:1.29; marathonbet:1.26; betsson:1.24,analisis_mercados_fusionado_20251213_con_confianza_con_resultados_days7.csv,2025-12-15T20:48:10,Fallido,,39.01,1-2,,,,,
Sevilla vs Oviedo,2025-12-14 08:00:00,La Liga,Goles (Over/Under),Under 2.5,1.67,codere_it,2,0.3613,0.025,1.52,3.93,1.645,codere_it:1.67; betsson:1.62,analisis_mercados_fusionado_20251213_con_confianza_con_resultados_days7.csv,2025-12-15T20:48:10,Fallido,,38.71,4-0,,,,,
Paris FC vs Toulouse,2025-12-13 15:05:00,Ligue 1,Goles (Over/Under),Under 2.5,1.7,betsson,2,0.2638,0.015,0.89,5.99,1.685,betsson:1.7; codere_it:1.67,analisis_mercados_fusionado_20251213_con_confianza_con_resultados_days7.csv,2025-12-15T20:48:10,Fallido,,38.69,0-3,,,,,
Albacete vs Málaga,2025-12-14 10:15:00,La Liga 2,Doble Chance,1X,1.25,pinnacle,4,0.8354,0.02,1.15,4.07,1.23,pinnacle:1.25; betsson:1.23; marathonbet:1.23; codere_it:1.21,analisis_mercados_fusionado_20251213_con_confianza_con_resultados_days7.csv,2025-12-15T20:48:10,Fallido,,38.67,1-3,,,,,
Aris Thessaloniki vs Olympiakos Piraeus,2025-12-14 13:00:00,Super League,Goles (Over/Under),Under 2.5,1.8,betsson,2,0.4419,0.035,1.98,4.82,1.765,betsson:1.8; codere_it:1.73,analisis_mercados_fusionado_20251213_con_confianza_con_resultados_days7.csv,2025-12-15T20:48:10,Acertado,,38.66,0-0,,,,,
Fenerbahce vs Torku Konyaspor,2025-12-15 12:00:00,Super League,Doble Chance,X2,4.12,betsson,4,0.1522,0.355,7.03,6.24,3.765,betsson:4.12; pinnacle:3.92; codere_it:3.51; marathonbet:3.51,analisis_mercados_fusionado_20251213_con_confianza_con_resultados_days7.csv,2025-12-15T20:48:10,Fallido,,38.29,4-0,,,,,
FC Twente Enschede vs Go Ahead Eagles,2025-12-14 08:30:00,Eredivisie,Doble Chance,X2,3.1,betsson,4,0.0821,0.1625,3.69,5.24,2.9375,betsson:3.1; codere_it:2.95; pinnacle:2.9; marathonbet:2.8,analisis_mercados_fusionado_20251213_con_confianza_con_resultados_days7.csv,2025-12-15T20:48:10,Fallido,,38.09,2-0,,,,,
Strasbourg vs Lorient,2025-12-14 11:15:00,Ligue 1,Doble Chance,1X,1.21,pinnacle,4,0.1534,0.0025,0.36,3.65,1.2075,pinnacle:1.21; betsson:1.21; marathonbet:1.21; codere_it:1.2,analisis_mercados_fusionado_20251213_con_confianza_con_resultados_days7.csv,2025-12-15T20:48:10,Acertado,,37.86,0-0,,,,,
Wellington Phoenix FC vs Newcastle Jets FC,2025-12-13 21:00:00,A-League,Goles (Over/Under),Under 3.5,1.7,betsson,2,0.1619,0.03,1.8,5.99,1.67,betsson:1.7; codere_it:1.64,analisis_mercados_fusionado_20251213_con_confianza_con_resultados_days7.csv,2025-12-15T20:48:10,Fallido,,37.75,1-3,,,,,
Fiorentina vs Hellas Verona,2025-12-14 09:00:00,Serie A,Goles (Over/Under),Under 2.5,1.65,betsson,2,0.3221,0.02,1.23,5.65,1.63,betsson:1.65; codere_it:1.61,analisis_mercados_fusionado_20251213_con_confianza_con_resultados_days7.csv,2025-12-15T20:48:10,Fallido,,37.53,1-2,,,,,
Panathinaikos vs Volos FC,2025-12-14 14:00:00,Super League,Goles (Over/Under),Under 2.5,2.12,betsson,2,0.4205,0.045,2.17,4.97,2.075,betsson:2.12; codere_it:2.03,analisis_mercados_fusionado_20251213_con_confianza_con_resultados_days7.csv,2025-12-15T20:48:10,Fallido,,37.45,2-1,,,,,
Crystal Palace vs Manchester City,2025-12-14 09:00:00,EPL,Goles (Over/Under),Under 2.5,2.2,betsson,2,0.3936,0.04,1.85,4.98,2.16,betsson:2.2; codere_it:2.12,analisis_mercados_fusionado_20251213_con_confianza_con_resultados_days7.csv,2025-12-15T20:48:10,Fallido,,37.43,0-3,,,,,
Atromitos Athens vs PAOK Thessaloniki,2025-12-14 11:00:00,Super League,Goles (Over/Under),Under 2.5,2.01,betsson,2,0.396,0.04,2.03,5.0,1.97,betsson:2.01; codere_it:1.93,analisis_mercados_fusionado_20251213_con_confianza_con_resultados_days7.csv,2025-12-15T20:48:10,Acertado,,37.01,2-0,,,,,
Wehen Wiesbaden vs FC Energie Cottbus,2025-12-14 07:30:00,3. Liga,Goles (Over/Under),Under 2.5,2.25,betsson,2,0.0904,0.015,0.67,7.74,2.235,betsson:2.25; codere_it:2.22,analisis_mercados_fusionado_20251213_con_confianza_con_resultados_days7.csv,2025-12-15T20:48:10,Fallido,,36.42,3-1,,,,,
Falkirk F.C. vs Hearts,2025-12-13 15:00:00,Premiership,Doble Chance,1X,2.05,pinnacle,4,0.9315,0.1075,3.59,3.65,1.9425,pinnacle:2.05; marathonbet:1.95; betsson:1.91; codere_it:1.86,analisis_mercados_fusionado_20251213_con_confianza_con_resultados_days7.csv,2025-12-15T20:48:10,Fallido,,36.21,0-2,,,,,
FC Twente Enschede vs Go Ahead Eagles,2025-12-14 08:30:00,Eredivisie,Goles (Over/Under),Under 3.5,1.65,codere_it,2,0.0248,0.02,1.23,6.06,1.63,codere_it:1.65; betsson:1.61,analisis_mercados_fusionado_20251213_con_confianza_con_resultados_days7.csv,2025-12-15T20:48:10,Acertado,,36.17,2-0,,,,,
Udinese vs Napoli,2025-12-14 09:00:00,Serie A,Goles (Over/Under),Under 2.5,1.62,codere_it,2,0.3342,0.035,2.21,3.92,1.585,codere_it:1.62; betsson:1.55,analisis_mercados_fusionado_20251213_con_confianza_con_resultados_days7.csv,2025-12-15T20:48:10,Acertado,,35.85,1-0,,,,,
FC Lugano vs Servette,2025-12-14 10:30:00,Swiss Superleague,Goles (Over/Under),Under 2.5,2.08,betsson,2,0.0934,0.015,0.73,7.6,2.065,betsson:2.08; codere_it:2.05,analisis_mercados_fusionado_20251213_con_confianza_con_resultados_days7.csv,2025-12-15T20:48:10,Fallido,,35.33,4-2,,,,,
Celta Vigo vs Athletic Bilbao,2025-12-14 10:15:00,La Liga,Goles (Over/Under),Under 2.5,1.68,betsson,2,0.1659,0.015,0.9,6.69,1.665,betsson:1.68; codere_it:1.65,analisis_mercados_fusionado_20251213_con_confianza_con_resultados_days7.csv,2025-12-15T20:48:10,Acertado,,35.28,2-0,,,,,
Almería vs Burgos CF,2025-12-14 12:30:00,La Liga 2,Doble Chance,1X,1.2,pinnacle,4,0.8129,0.04,2.02,4.17,1.16,pinnacle:1.2; marathonbet:1.15; betsson:1.15; codere_it:1.14,analisis_mercados_fusionado_20251213_con_confianza_con_resultados_days7.csv,2025-12-15T20:48:10,Fallido,,34.13,1-2,,,,,
FC Zwolle vs Fortuna Sittard,2025-12-13 15:00:00,Eredivisie,Doble Chance,1X,1.5,pinnacle,4,0.6557,0.03,1.27,3.34,1.47,pinnacle:1.5; betsson:1.47; codere_it:1.46; marathonbet:1.45,analisis_mercados_fusionado_20251213_con_confianza_con_resultados_days7.csv,2025-12-15T20:48:10,Acertado,,33.53,1-0,,,,,
Samsunspor vs Basaksehir,2025-12-14 12:00:00,Super League,Doble Chance,1X,1.33,pinnacle,4,0.5393,0.0125,0.83,3.82,1.3175,pinnacle:1.33; betsson:1.32; codere_it:1.32; marathonbet:1.3,analisis_mercados_fusionado_20251213_con_confianza_con_resultados_days7.csv,2025-12-15T20:48:10,Fallido,,33.46,0-2,,,,,
Celta Vigo vs Athletic Bilbao,2025-12-14 10:15:00,La Liga,Doble Chance,1X,1.5,pinnacle,4,0.295,0.0125,0.56,3.22,1.4875,pinnacle:1.5; marathonbet:1.49; codere_it:1.48; betsson:1.48,analisis_mercados_fusionado_20251213_con_confianza_con_resultados_days7.csv,2025-12-15T20:48:10,Acertado,,32.92,2-0,,,,,
SC Freiburg vs Borussia Dortmund,2025-12-14 09:30:00,Bundesliga,Goles (Over/Under),Under 2.5,2.02,betsson,2,0.2887,0.045,2.28,5.68,1.975,betsson:2.02; codere_it:1.93,analisis_mercados_fusionado_20251213_con_confianza_con_resultados_days7.csv,2025-12-15T20:48:10,Acertado,,32.77,1-1,,,,,
Fiorentina vs Hellas Verona,2025-12-14 09:00:00,Serie A,Doble Chance,1X,1.24,pinnacle,4,0.2917,0.01,0.57,3.36,1.23,pinnacle:1.24; betsson:1.23; marathonbet:1.23; codere_it:1.22,analisis_mercados_fusionado_20251213_con_confianza_con_resultados_days7.csv,2025-12-15T20:48:10,Fallido,,32.25,1-2,,,,,
Bologna vs Juventus,2025-12-14 14:45:00,Serie A,Goles (Over/Under),Under 2.5,1.65,betsson,2,0.2114,0.025,1.54,6.48,1.625,betsson:1.65; codere_it:1.6,analisis_mercados_fusionado_20251213_con_confianza_con_resultados_days7.csv,2025-12-15T20:48:10,Acertado,,32.12,0-1,,,,,
Lyon vs Le Havre,2025-12-14 09:00:00,Ligue 1,Doble Chance,1X,1.17,marathonbet,4,0.393,0.0125,0.72,3.13,1.1575,marathonbet:1.17; pinnacle:1.16; betsson:1.15; codere_it:1.15,analisis_mercados_fusionado_20251213_con_confianza_con_resultados_days7.csv,2025-12-15T20:48:10,Acertado,,32.07,1-0,,,,,
SV Darmstadt 98 vs SC Preußen Münster,2025-12-14 07:30:00,Bundesliga 2,Goles (Over/Under),Over 2.5,1.6,codere_it,2,-0.025,0.0,0.0,8.8,1.6,codere_it:1.6; betsson:1.6,analisis_mercados_fusionado_20251213_con_confianza_con_resultados_days7.csv,2025-12-15T20:48:10,Fallido,,31.52,1-0,,,,,
Motor Lublin vs Jagiellonia Białystok,2025-12-14 11:30:00,Ekstraklasa,Doble Chance,1X,1.52,pinnacle,4,0.7687,0.0575,2.48,4.54,1.4625,pinnacle:1.52; marathonbet:1.46; betsson:1.45; codere_it:1.42,analisis_mercados_fusionado_20251213_con_confianza_con_resultados_days7.csv,2025-12-15T20:48:10,Acertado,,31.5,1-1,,,,,
Aberdeen vs Kilmarnock,2025-12-14 10:00:00,Premiership,Doble Chance,1X,1.21,pinnacle,4,0.642,0.02,1.33,4.33,1.19,pinnacle:1.21; betsson:1.2; marathonbet:1.18; codere_it:1.17,analisis_mercados_fusionado_20251213_con_confianza_con_resultados_days7.csv,2025-12-15T20:48:10,Acertado,,31.4,2-1,,,,,
RB Salzburg vs Wolfsberger AC,2025-12-14 08:30:00,Austrian Bundesliga,Doble Chance,1X,1.24,pinnacle,3,0.7045,0.03,1.79,4.4,1.21,pinnacle:1.24; codere_it:1.2; betsson:1.19,analisis_mercados_fusionado_20251213_con_confianza_con_resultados_days7.csv,2025-12-15T20:48:10,Acertado,,31.27,2-1,,,,,
Legia Warszawa vs Piast Gliwice,2025-12-14 14:15:00,Ekstraklasa,Doble Chance,1X,1.29,pinnacle,4,0.7574,0.0525,2.52,4.41,1.2375,pinnacle:1.29; betsson:1.23; marathonbet:1.22; codere_it:1.21,analisis_mercados_fusionado_20251213_con_confianza_con_resultados_days7.csv,2025-12-15T20:48:10,Fallido,,31.23,0-1,,,,,
Fatih Karagümrük vs Kocaelispor,2025-12-14 09:00:00,Super League,Goles (Over/Under),Under 2.5,1.72,betsson,2,0.2,0.03,1.78,6.45,1.69,betsson:1.72; codere_it:1.66,analisis_mercados_fusionado_20251213_con_confianza_con_resultados_days7.csv,2025-12-15T20:48:10,Acertado,,30.92,1-1,,,,,
Gent vs Royal Antwerp,2025-12-14 07:30:00,Belgium First Div,Doble Chance,1X,1.35,pinnacle,3,0.5037,0.0167,0.94,4.01,1.3333,pinnacle:1.35; betsson:1.33; marathonbet:1.32,analisis_mercados_fusionado_20251213_con_confianza_con_resultados_days7.csv,2025-12-15T20:48:10,Fallido,,30.74,0-2,,,,,
Trabzonspor vs Besiktas JK,2025-12-14 12:00:00,Super League,Goles (Over/Under),Under 2.5,2.22,betsson,2,0.1925,0.04,1.83,6.39,2.18,betsson:2.22; codere_it:2.14,analisis_mercados_fusionado_20251213_con_confianza_con_resultados_days7.csv,2025-12-15T20:48:10,Fallido,,30.57,3-3,,,,,
FC Schalke 04 vs 1. FC Nürnberg,2025-12-14 07:30:00,Bundesliga 2,Doble Chance,1X,1.22,pinnacle,4,0.6496,0.03,1.78,3.91,1.19,pinnacle:1.22; codere_it:1.2; betsson:1.17; marathonbet:1.17,analisis_mercados_fusionado_20251213_con_confianza_con_resultados_days7.csv,2025-12-15T20:48:10,Acertado,,30.22,1-0,,,,,
FC Lugano vs Servette,2025-12-14 10:30:00,Swiss Superleague,Doble Chance,1X,1.38,pinnacle,4,0.625,0.035,1.7,3.92,1.345,pinnacle:1.38; codere_it:1.35; marathonbet:1.33; betsson:1.32,analisis_mercados_fusionado_20251213_con_confianza_con_resultados_days7.csv,2025-12-15T20:48:10,Acertado,,29.73,4-2,,,,,
AD Ceuta FC vs Las Palmas,2025-12-14 15:00:00,La Liga 2,Doble Chance,1X,1.52,pinnacle,4,0.6184,0.0325,1.46,4.77,1.4875,pinnacle:1.52; marathonbet:1.49; betsson:1.48; codere_it:1.46,analisis_mercados_fusionado_20251213_con_confianza_con_resultados_days7.csv,2025-12-15T20:48:10,Acertado,,29.59,1-1,,,,,
Raków Częstochowa vs Zagłębie Lubin,2025-12-14 08:45:00,Ekstraklasa,Doble Chance,1X,1.13,pinnacle,4,0.5172,0.015,1.0,4.93,1.115,pinnacle:1.13; betsson:1.12; marathonbet:1.11; codere_it:1.1,analisis_mercados_fusionado_20251213_con_confianza_con_resultados_days7.csv,2025-12-15T20:48:10,Fallido,,29.57,0-1,,,,,
Pescara vs Frosinone,2025-12-14 11:15:00,Serie B,Goles (Over/Under),Under 2.5,2.12,codere_it,2,0.1352,0.035,1.68,5.99,2.085,codere_it:2.12; betsson:2.05,analisis_mercados_fusionado_20251213_con_confianza_con_resultados_days7.csv,2025-12-15T20:48:10,Fallido,,29.55,1-2,,,,,
BSC Young Boys vs FC Luzern,2025-12-14 08:00:00,Swiss Superleague,Doble Chance,1X,1.25,pinnacle,4,0.5105,0.0175,1.05,4.29,1.2325,pinnacle:1.25; codere_it:1.24; marathonbet:1.22; betsson:1.22,analisis_mercados_fusionado_20251213_con_confianza_con_resultados_days7.csv,2025-12-15T20:48:10,Acertado,,29.5,2-0,,,,,
Alavés vs Real Madrid,2025-12-14 15:00:00,La Liga,Goles (Over/Under),Under 2.5,2.02,betsson,2,0.1774,0.04,2.02,6.65,1.98,betsson:2.02; codere_it:1.94,analisis_mercados_fusionado_20251213_con_confianza_con_resultados_days7.csv,2025-12-15T20:48:10,Fallido,,29.48,1-2,,,,,
Pescara vs Frosinone,2025-12-14 11:15:00,Serie B,Goles (Over/Under),Over 2.5,1.7,betsson,2,-0.1053,0.0,0.0,7.6,1.7,betsson:1.7; codere_it:1.7,analisis_mercados_fusionado_20251213_con_confianza_con_resultados_days7.csv,2025-12-15T20:48:10,Acertado,,29.47,1-2,,,,,
Racing Club vs Estudiantes,2025-12-13 19:00:00,Primera División,Doble Chance,1X,1.44,pinnacle,3,0.5888,0.0233,1.85,3.21,1.4167,pinnacle:1.44; betsson:1.43; marathonbet:1.38,analisis_mercados_fusionado_20251213_con_confianza_con_resultados_days7.csv,2025-12-15T20:48:10,Acertado,,29.3,1-1,,,,,
FC Zwolle vs Fortuna Sittard,2025-12-13 15:00:00,Eredivisie,Goles (Over/Under),Under 2.5,2.16,codere_it,2,0.0307,0.025,1.17,6.18,2.135,codere_it:2.16; betsson:2.11,analisis_mercados_fusionado_20251213_con_confianza_con_resultados_days7.csv,2025-12-15T20:48:10,Acertado,,28.9,1-0,,,,,
Getafe vs Espanyol,2025-12-13 15:00:00,La Liga,Doble Chance,1X,1.39,pinnacle,4,0.4539,0.0225,1.31,2.71,1.3675,pinnacle:1.39; marathonbet:1.38; codere_it:1.35; betsson:1.35,analisis_mercados_fusionado_20251213_con_confianza_con_resultados_days7.csv,2025-12-15T20:48:10,Fallido,,28.63,0-1,,,,,
Sevilla vs Oviedo,2025-12-14 08:00:00,La Liga,Doble Chance,1X,1.26,betsson,4,-0.1422,0.0075,0.35,4.64,1.2525,betsson:1.26; pinnacle:1.25; codere_it:1.25; marathonbet:1.25,analisis_mercados_fusionado_20251213_con_confianza_con_resultados_days7.csv,2025-12-15T20:48:10,Acertado,,28.62,4-0,,,,,
NAC Breda vs FC Utrecht,2025-12-14 10:45:00,Eredivisie,Doble Chance,1X,1.53,pinnacle,4,0.4425,0.0175,0.98,3.91,1.5125,pinnacle:1.53; betsson:1.52; codere_it:1.51; marathonbet:1.49,analisis_mercados_fusionado_20251213_con_confianza_con_resultados_days7.csv,2025-12-15T20:48:10,Acertado,,28.59,1-1,,,,,
Elversberg vs Fortuna Düsseldorf,2025-12-14 07:30:00,Bundesliga 2,Doble Chance,1X,1.16,pinnacle,4,0.5443,0.02,1.39,4.06,1.14,pinnacle:1.16; codere_it:1.15; betsson:1.13; marathonbet:1.12,analisis_mercados_fusionado_20251213_con_confianza_con_resultados_days7.csv,2025-12-15T20:48:10,Acertado,,28.45,1-0,,,,,
