Partido,Fecha_Hora_Colombia,Liga,Tipo_Mercado,Mercado,Mejor_Cuota,Mejor_Casa,Num_Casas,Score_Final,Diferencia_Cuota_Promedio,Volatilidad_Pct,Margen_Casa_Pct,Cuota_Promedio_Mercado,Todas_Las_Cuotas,_source_file,_loaded_at,Resultado,Resultado_Cumplido,Confianza,Marcador,Estado_Partido,Fuente_Web,Actualizado_Web_UTC,Estrategia,Prioridad
Pogoń Szczecin vs Zagłębie Lubin,2025-11-24 13:00:00,Ekstraklasa,Doble Chance,X2,1.96,pinnacle,4,0.633,0.075,2.97,4.66,1.885,pinnacle:1.96; marathonbet:1.91; betsson:1.86; codere_it:1.81,mejores_oportunidades_apuestas_con_resultados_refresco.csv,2025-12-15T20:48:10,Fallido,,55.75,,,,,E5_Alta_Confianza,5.0
Pogoń Szczecin vs Zagłębie Lubin,2025-11-24 13:00:00,Ekstraklasa,Doble Chance,1X,1.23,pinnacle,4,0.633,0.015,1.23,4.66,1.215,pinnacle:1.23; betsson:1.23; marathonbet:1.2; codere_it:1.2,mejores_oportunidades_apuestas_con_resultados_refresco.csv,2025-12-15T20:48:10,Acertado,,31.41,,,,,E3_Sharp_Validation,4.0
Pogoń Szczecin vs Zagłębie Lubin,2025-11-24 13:00:00,Ekstraklasa,Doble Chance,X2,1.96,pinnacle,4,0.633,0.075,2.97,4.66,1.885,pinnacle:1.96; marathonbet:1.91; betsson:1.86; codere_it:1.81,mejores_oportunidades_apuestas_con_resultados_refresco.csv,2025-12-15T20:48:10,Fallido,,55.75,,,,,E3_Sharp_Validation,4.0
Mirassol vs Ceará,2025-11-24 17:00:00,Brasileirão,Doble Chance,X2,2.29,pinnacle,4,0.5784,0.1075,2.87,3.89,2.1825,pinnacle:2.29; codere_it:2.16; betsson:2.14; marathonbet:2.14,mejores_oportunidades_apuestas_con_resultados_refresco.csv,2025-12-15T20:48:10,Fallido,,55.08,,,,,E5_Alta_Confianza,5.0
Mirassol vs Ceará,2025-11-24 17:00:00,Brasileirão,Doble Chance,X2,2.29,pinnacle,4,0.5784,0.1075,2.87,3.89,2.1825,pinnacle:2.29; codere_it:2.16; betsson:2.14; marathonbet:2.14,mejores_oportunidades_apuestas_con_resultados_refresco.csv,2025-12-15T20:48:10,Fallido,,55.08,,,,,E1_Margen_Bajo,4.0
Mirassol vs Ceará,2025-11-24 17:00:00,Brasileirão,Doble Chance,X2,2.29,pinnacle,4,0.5784,0.1075,2.87,3.89,2.1825,pinnacle:2.29; codere_it:2.16; betsson:2.14; marathonbet:2.14,mejores_oportunidades_apuestas_con_resultados_refresco.csv,2025-12-15T20:48:10,Fallido,,55.08,,,,,E3_Sharp_Validation,4.0
Racing Club vs River Plate,2025-11-24 17:15:00,Primera División,Doble Chance,1X,1.47,pinnacle,4,0.5333,0.029,2.01,3.9,1.441,pinnacle:1.47; betsson:1.47; bwin:1.414; marathonbet:1.41,mejores_oportunidades_apuestas_con_resultados_refresco.csv,2025-12-15T20:48:10,Acertado,,26.1,,,,,E1_Margen_Bajo,4.0
Racing Club vs River Plate,2025-11-24 17:15:00,Primera División,Doble Chance,X2,1.46,pinnacle,4,0.5333,0.0167,0.75,3.9,1.4433,pinnacle:1.46; bwin:1.4431; betsson:1.44; marathonbet:1.43,mejores_oportunidades_apuestas_con_resultados_refresco.csv,2025-12-15T20:48:10,Fallido,,63.56,,,,,E1_Margen_Bajo,4.0
Racing Club vs River Plate,2025-11-24 17:15:00,Primera División,Doble Chance,1X,1.47,pinnacle,4,0.5333,0.029,2.01,3.9,1.441,pinnacle:1.47; betsson:1.47; bwin:1.414; marathonbet:1.41,mejores_oportunidades_apuestas_con_resultados_refresco.csv,2025-12-15T20:48:10,Acertado,,26.1,,,,,E3_Sharp_Validation,4.0
Racing Club vs River Plate,2025-11-24 17:15:00,Primera División,Doble Chance,X2,1.46,pinnacle,4,0.5333,0.0167,0.75,3.9,1.4433,pinnacle:1.46; bwin:1.4431; betsson:1.44; marathonbet:1.43,mejores_oportunidades_apuestas_con_resultados_refresco.csv,2025-12-15T20:48:10,Fallido,,63.56,,,,,E3_Sharp_Validation,4.0
Randers FC vs OB Odense BK,2025-11-24 13:00:00,Superliga,Doble Chance,1X,1.39,pinnacle,3,0.5052,0.0167,0.91,3.84,1.3733,pinnacle:1.39; betsson:1.37; marathonbet:1.36,mejores_oportunidades_apuestas_con_resultados_refresco.csv,2025-12-15T20:48:10,Acertado,,31.35,,,,,E1_Margen_Bajo,4.0
Randers FC vs OB Odense BK,2025-11-24 13:00:00,Superliga,Doble Chance,X2,1.66,pinnacle,3,0.5052,0.0333,1.53,3.84,1.6267,pinnacle:1.66; betsson:1.62; marathonbet:1.6,mejores_oportunidades_apuestas_con_resultados_refresco.csv,2025-12-15T20:48:10,Acertado,,56.0,,,,,E1_Margen_Bajo,4.0
Randers FC vs OB Odense BK,2025-11-24 13:00:00,Superliga,Doble Chance,1X,1.39,pinnacle,3,0.5052,0.0167,0.91,3.84,1.3733,pinnacle:1.39; betsson:1.37; marathonbet:1.36,mejores_oportunidades_apuestas_con_resultados_refresco.csv,2025-12-15T20:48:10,Acertado,,31.35,,,,,E3_Sharp_Validation,4.0
Randers FC vs OB Odense BK,2025-11-24 13:00:00,Superliga,Doble Chance,X2,1.66,pinnacle,3,0.5052,0.0333,1.53,3.84,1.6267,pinnacle:1.66; betsson:1.62; marathonbet:1.6,mejores_oportunidades_apuestas_con_resultados_refresco.csv,2025-12-15T20:48:10,Acertado,,56.0,,,,,E3_Sharp_Validation,4.0
Deportivo Riestra vs Barracas Central,2025-11-24 15:00:00,Primera División,Doble Chance,X2,1.71,pinnacle,4,0.4704,0.0429,2.28,4.06,1.6671,pinnacle:1.71; betsson:1.7; marathonbet:1.63; bwin:1.6286,mejores_oportunidades_apuestas_con_resultados_refresco.csv,2025-12-15T20:48:10,Acertado,,52.52,,,,,E3_Sharp_Validation,4.0
Torino vs Como,2025-11-24 12:30:00,Serie A,Doble Chance,1X,1.68,marathonbet,4,0.3952,0.0125,0.78,2.91,1.6675,marathonbet:1.68; pinnacle:1.68; codere_it:1.66; betsson:1.65,mejores_oportunidades_apuestas_con_resultados_refresco.csv,2025-12-15T20:48:10,Fallido,,31.55,,,,,E1_Margen_Bajo,4.0
Torino vs Como,2025-11-24 12:30:00,Serie A,Doble Chance,X2,1.35,marathonbet,4,0.3952,0.025,1.36,2.91,1.325,marathonbet:1.35; codere_it:1.33; pinnacle:1.32; betsson:1.3,mejores_oportunidades_apuestas_con_resultados_refresco.csv,2025-12-15T20:48:10,Acertado,,55.18,,,,,E1_Margen_Bajo,4.0
Torino vs Como,2025-11-24 12:30:00,Serie A,Doble Chance,1X,1.68,marathonbet,4,0.3952,0.0125,0.78,2.91,1.6675,marathonbet:1.68; pinnacle:1.68; codere_it:1.66; betsson:1.65,mejores_oportunidades_apuestas_con_resultados_refresco.csv,2025-12-15T20:48:10,Fallido,,31.55,,,,,E3_Sharp_Validation,4.0
Torino vs Como,2025-11-24 12:30:00,Serie A,Doble Chance,X2,1.35,marathonbet,4,0.3952,0.025,1.36,2.91,1.325,marathonbet:1.35; codere_it:1.33; pinnacle:1.32; betsson:1.3,mejores_oportunidades_apuestas_con_resultados_refresco.csv,2025-12-15T20:48:10,Acertado,,55.18,,,,,E3_Sharp_Validation,4.0
Espanyol vs Sevilla,2025-11-24 15:00:00,La Liga,Goles (Over/Under),Over 2.5,2.22,codere_it,2,0.3643,0.05,2.3,3.87,2.17,codere_it:2.22; betsson:2.12,mejores_oportunidades_apuestas_con_resultados_refresco.csv,2025-12-15T20:48:10,Acertado,,50.44,,,,,E1_Margen_Bajo,4.0
Espanyol vs Sevilla,2025-11-24 15:00:00,La Liga,Goles (Over/Under),Under 2.5,1.7,codere_it,2,0.3643,0.01,0.59,3.87,1.69,codere_it:1.7; betsson:1.68,mejores_oportunidades_apuestas_con_resultados_refresco.csv,2025-12-15T20:48:10,Fallido,,49.25,,,,,E1_Margen_Bajo,4.0
Espanyol vs Sevilla,2025-11-24 15:00:00,La Liga,Doble Chance,1X,1.3,marathonbet,4,0.3544,0.0175,0.85,2.85,1.2825,marathonbet:1.3; betsson:1.28; codere_it:1.28; pinnacle:1.27,mejores_oportunidades_apuestas_con_resultados_refresco.csv,2025-12-15T20:48:10,Acertado,,29.41,,,,,E1_Margen_Bajo,4.0
Espanyol vs Sevilla,2025-11-24 15:00:00,La Liga,Doble Chance,1X,1.3,marathonbet,4,0.3544,0.0175,0.85,2.85,1.2825,marathonbet:1.3; betsson:1.28; codere_it:1.28; pinnacle:1.27,mejores_oportunidades_apuestas_con_resultados_refresco.csv,2025-12-15T20:48:10,Acertado,,29.41,,,,,E3_Sharp_Validation,4.0
Basaksehir vs Trabzonspor,2025-11-24 12:00:00,Super League,Goles (Over/Under),Over 2.5,1.84,pinnacle,3,0.9862,0.0333,1.3,2.89,1.8067,pinnacle:1.84; betsson:1.79; codere_it:1.79,mejores_oportunidades_apuestas_con_resultados_refresco_web_aplicado.csv,2025-12-15T20:48:10,Acertado,,74.2,,,,,E1_Margen_Bajo,4.0
Basaksehir vs Trabzonspor,2025-11-24 12:00:00,Super League,Goles (Over/Under),Under 2.5,2.06,pinnacle,3,0.9862,0.0733,2.89,2.89,1.9867,pinnacle:2.06; betsson:1.98; codere_it:1.92,mejores_oportunidades_apuestas_con_resultados_refresco_web_aplicado.csv,2025-12-15T20:48:10,Fallido,,56.17,,,,,E1_Margen_Bajo,4.0
Basaksehir vs Trabzonspor,2025-11-24 12:00:00,Super League,Goles (Over/Under),Over 2.5,1.84,pinnacle,3,0.9862,0.0333,1.3,2.89,1.8067,pinnacle:1.84; betsson:1.79; codere_it:1.79,mejores_oportunidades_apuestas_con_resultados_refresco_web_aplicado.csv,2025-12-15T20:48:10,Acertado,,74.2,,,,,E3_Sharp_Validation,4.0
Basaksehir vs Trabzonspor,2025-11-24 12:00:00,Super League,Goles (Over/Under),Under 2.5,2.06,pinnacle,3,0.9862,0.0733,2.89,2.89,1.9867,pinnacle:2.06; betsson:1.98; codere_it:1.92,mejores_oportunidades_apuestas_con_resultados_refresco_web_aplicado.csv,2025-12-15T20:48:10,Fallido,,56.17,,,,,E3_Sharp_Validation,4.0
Basaksehir vs Trabzonspor,2025-11-24 12:00:00,Super League,Doble Chance,1X,1.45,pinnacle,4,0.9639,0.0375,1.76,3.32,1.4125,pinnacle:1.45; betsson:1.41; marathonbet:1.41; codere_it:1.38,mejores_oportunidades_apuestas_con_resultados_refresco_web_aplicado.csv,2025-12-15T20:48:10,Fallido,,40.62,,,,,E1_Margen_Bajo,4.0
Basaksehir vs Trabzonspor,2025-11-24 12:00:00,Super League,Doble Chance,X2,1.56,pinnacle,4,0.9639,0.04,1.8,3.32,1.52,pinnacle:1.56; betsson:1.53; codere_it:1.5; marathonbet:1.49,mejores_oportunidades_apuestas_con_resultados_refresco_web_aplicado.csv,2025-12-15T20:48:10,Acertado,,69.6,,,,,E1_Margen_Bajo,4.0
Basaksehir vs Trabzonspor,2025-11-24 12:00:00,Super League,Doble Chance,1X,1.45,pinnacle,4,0.9639,0.0375,1.76,3.32,1.4125,pinnacle:1.45; betsson:1.41; marathonbet:1.41; codere_it:1.38,mejores_oportunidades_apuestas_con_resultados_refresco_web_aplicado.csv,2025-12-15T20:48:10,Fallido,,40.62,,,,,E3_Sharp_Validation,4.0
Basaksehir vs Trabzonspor,2025-11-24 12:00:00,Super League,Doble Chance,X2,1.56,pinnacle,4,0.9639,0.04,1.8,3.32,1.52,pinnacle:1.56; betsson:1.53; codere_it:1.5; marathonbet:1.49,mejores_oportunidades_apuestas_con_resultados_refresco_web_aplicado.csv,2025-12-15T20:48:10,Acertado,,69.6,,,,,E3_Sharp_Validation,4.0
Torku Konyaspor vs Antalyaspor,2025-11-24 12:00:00,Super League,Doble Chance,1X,1.23,pinnacle,4,0.9355,0.04,2.45,3.41,1.19,pinnacle:1.23; betsson:1.2; marathonbet:1.18; codere_it:1.15,mejores_oportunidades_apuestas_con_resultados_refresco_web_aplicado.csv,2025-12-15T20:48:10,Acertado,,38.01,,,,,E1_Margen_Bajo,4.0
Torku Konyaspor vs Antalyaspor,2025-11-24 12:00:00,Super League,Doble Chance,X2,2.03,pinnacle,4,0.9355,0.0475,1.72,3.41,1.9825,pinnacle:2.03; marathonbet:2.0; betsson:1.95; codere_it:1.95,mejores_oportunidades_apuestas_con_resultados_refresco_web_aplicado.csv,2025-12-15T20:48:10,Acertado,,68.84,,,,,E1_Margen_Bajo,4.0
Torku Konyaspor vs Antalyaspor,2025-11-24 12:00:00,Super League,Doble Chance,1X,1.23,pinnacle,4,0.9355,0.04,2.45,3.41,1.19,pinnacle:1.23; betsson:1.2; marathonbet:1.18; codere_it:1.15,mejores_oportunidades_apuestas_con_resultados_refresco_web_aplicado.csv,2025-12-15T20:48:10,Acertado,,38.01,,,,,E3_Sharp_Validation,4.0
Torku Konyaspor vs Antalyaspor,2025-11-24 12:00:00,Super League,Doble Chance,X2,2.03,pinnacle,4,0.9355,0.0475,1.72,3.41,1.9825,pinnacle:2.03; marathonbet:2.0; betsson:1.95; codere_it:1.95,mejores_oportunidades_apuestas_con_resultados_refresco_web_aplicado.csv,2025-12-15T20:48:10,Acertado,,68.84,,,,,E3_Sharp_Validation,4.0
Torku Konyaspor vs Antalyaspor,2025-11-24 12:00:00,Super League,Goles (Over/Under),Over 2.5,1.99,pinnacle,3,0.8449,0.05,1.93,3.16,1.94,pinnacle:1.99; betsson:1.93; codere_it:1.9,mejores_oportunidades_apuestas_con_resultados_refresco_web_aplicado.csv,2025-12-15T20:48:10,Fallido,,66.86,,,,,E1_Margen_Bajo,4.0
Torku Konyaspor vs Antalyaspor,2025-11-24 12:00:00,Super League,Goles (Over/Under),Under 2.5,1.89,pinnacle,3,0.8449,0.0467,1.84,3.16,1.8433,pinnacle:1.89; betsson:1.83; codere_it:1.81,mejores_oportunidades_apuestas_con_resultados_refresco_web_aplicado.csv,2025-12-15T20:48:10,Acertado,,53.31,,,,,E1_Margen_Bajo,4.0
Torku Konyaspor vs Antalyaspor,2025-11-24 12:00:00,Super League,Goles (Over/Under),Over 2.5,1.99,pinnacle,3,0.8449,0.05,1.93,3.16,1.94,pinnacle:1.99; betsson:1.93; codere_it:1.9,mejores_oportunidades_apuestas_con_resultados_refresco_web_aplicado.csv,2025-12-15T20:48:10,Fallido,,66.86,,,,,E3_Sharp_Validation,4.0
Torku Konyaspor vs Antalyaspor,2025-11-24 12:00:00,Super League,Goles (Over/Under),Under 2.5,1.89,pinnacle,3,0.8449,0.0467,1.84,3.16,1.8433,pinnacle:1.89; betsson:1.83; codere_it:1.81,mejores_oportunidades_apuestas_con_resultados_refresco_web_aplicado.csv,2025-12-15T20:48:10,Acertado,,53.31,,,,,E3_Sharp_Validation,4.0
Real Sociedad B vs Real Valladolid CF,2025-11-24 14:30:00,La Liga 2,Doble Chance,1X,1.75,pinnacle,4,0.8396,0.0525,2.1,3.99,1.6975,pinnacle:1.75; marathonbet:1.7; betsson:1.69; codere_it:1.65,mejores_oportunidades_apuestas_con_resultados_refresco_web_aplicado.csv,2025-12-15T20:48:10,Acertado,,34.96,,,,,E5_Alta_Confianza,5.0
Real Sociedad B vs Real Valladolid CF,2025-11-24 14:30:00,La Liga 2,Doble Chance,1X,1.75,pinnacle,4,0.8396,0.0525,2.1,3.99,1.6975,pinnacle:1.75; marathonbet:1.7; betsson:1.69; codere_it:1.65,mejores_oportunidades_apuestas_con_resultados_refresco_web_aplicado.csv,2025-12-15T20:48:10,Acertado,,34.96,,,,,E1_Margen_Bajo,4.0
Real Sociedad B vs Real Valladolid CF,2025-11-24 14:30:00,La Liga 2,Doble Chance,X2,1.29,pinnacle,4,0.8396,0.0425,2.15,3.99,1.2475,pinnacle:1.29; marathonbet:1.25; betsson:1.23; codere_it:1.22,mejores_oportunidades_apuestas_con_resultados_refresco_web_aplicado.csv,2025-12-15T20:48:10,Fallido,,63.95,,,,,E1_Margen_Bajo,4.0
Real Sociedad B vs Real Valladolid CF,2025-11-24 14:30:00,La Liga 2,Doble Chance,1X,1.75,pinnacle,4,0.8396,0.0525,2.1,3.99,1.6975,pinnacle:1.75; marathonbet:1.7; betsson:1.69; codere_it:1.65,mejores_oportunidades_apuestas_con_resultados_refresco_web_aplicado.csv,2025-12-15T20:48:10,Acertado,,34.96,,,,,E3_Sharp_Validation,4.0
Real Sociedad B vs Real Valladolid CF,2025-11-24 14:30:00,La Liga 2,Doble Chance,X2,1.29,pinnacle,4,0.8396,0.0425,2.15,3.99,1.2475,pinnacle:1.29; marathonbet:1.25; betsson:1.23; codere_it:1.22,mejores_oportunidades_apuestas_con_resultados_refresco_web_aplicado.csv,2025-12-15T20:48:10,Fallido,,63.95,,,,,E3_Sharp_Validation,4.0
Marseille vs Toulouse,2025-11-29 15:05:00,Ligue 1,Goles (Over/Under),Over 2.5,1.9,pinnacle,3,0.816,0.0267,1.1,2.88,1.8733,pinnacle:1.9; codere_it:1.87; betsson:1.85,mejores_oportunidades_apuestas_con_resultados_refresco_web_aplicado.csv,2025-12-15T20:48:10,Acertado,,70.52,2-2,,https://www.espn.com/soccer/match/_/gameId/746529/toulouse-marseille,2025-12-16T01:20:18+00:00,E1_Margen_Bajo,4.0
Marseille vs Toulouse,2025-11-29 15:05:00,Ligue 1,Goles (Over/Under),Under 2.5,1.99,pinnacle,3,0.816,0.06,2.2,2.88,1.93,pinnacle:1.99; betsson:1.9; codere_it:1.9,mejores_oportunidades_apuestas_con_resultados_refresco_web_aplicado.csv,2025-12-15T20:48:10,Fallido,,52.17,2-2,,https://www.espn.com/soccer/match/_/gameId/746529/toulouse-marseille,2025-12-16T01:20:18+00:00,E1_Margen_Bajo,4.0
Marseille vs Toulouse,2025-11-29 15:05:00,Ligue 1,Goles (Over/Under),Over 2.5,1.9,pinnacle,3,0.816,0.0267,1.1,2.88,1.8733,pinnacle:1.9; codere_it:1.87; betsson:1.85,mejores_oportunidades_apuestas_con_resultados_refresco_web_aplicado.csv,2025-12-15T20:48:10,Acertado,,70.52,2-2,,https://www.espn.com/soccer/match/_/gameId/746529/toulouse-marseille,2025-12-16T01:20:18+00:00,E3_Sharp_Validation,4.0
Marseille vs Toulouse,2025-11-29 15:05:00,Ligue 1,Goles (Over/Under),Under 2.5,1.99,pinnacle,3,0.816,0.06,2.2,2.88,1.93,pinnacle:1.99; betsson:1.9; codere_it:1.9,mejores_oportunidades_apuestas_con_resultados_refresco_web_aplicado.csv,2025-12-15T20:48:10,Fallido,,52.17,2-2,,https://www.espn.com/soccer/match/_/gameId/746529/toulouse-marseille,2025-12-16T01:20:18+00:00,E3_Sharp_Validation,4.0
Union Berlin vs 1. FC Heidenheim,2025-11-29 09:30:00,Bundesliga,Goles (Over/Under),Over 2.5,1.89,pinnacle,3,0.7491,0.0333,1.54,2.91,1.8567,pinnacle:1.89; codere_it:1.86; betsson:1.82,mejores_oportunidades_apuestas_con_resultados_refresco_web_aplicado.csv,2025-12-15T20:48:10,Acertado,,65.84,1-2,,https://www.espn.com/soccer/match/_/gameId/746823/1-fc-heidenheim-1846-1-fc-union-berlin,2025-12-16T01:20:18+00:00,E1_Margen_Bajo,4.0
Union Berlin vs 1. FC Heidenheim,2025-11-29 09:30:00,Bundesliga,Goles (Over/Under),Under 2.5,2.0,pinnacle,3,0.7491,0.0467,1.88,2.91,1.9533,pinnacle:2.0; betsson:1.95; codere_it:1.91,mejores_oportunidades_apuestas_con_resultados_refresco_web_aplicado.csv,2025-12-15T20:48:10,Fallido,,50.87,1-2,,https://www.espn.com/soccer/match/_/gameId/746823/1-fc-heidenheim-1846-1-fc-union-berlin,2025-12-16T01:20:18+00:00,E1_Margen_Bajo,4.0
Union Berlin vs 1. FC Heidenheim,2025-11-29 09:30:00,Bundesliga,Goles (Over/Under),Over 2.5,1.89,pinnacle,3,0.7491,0.0333,1.54,2.91,1.8567,pinnacle:1.89; codere_it:1.86; betsson:1.82,mejores_oportunidades_apuestas_con_resultados_refresco_web_aplicado.csv,2025-12-15T20:48:10,Acertado,,65.84,1-2,,https://www.espn.com/soccer/match/_/gameId/746823/1-fc-heidenheim-1846-1-fc-union-berlin,2025-12-16T01:20:18+00:00,E3_Sharp_Validation,4.0
Union Berlin vs 1. FC Heidenheim,2025-11-29 09:30:00,Bundesliga,Goles (Over/Under),Under 2.5,2.0,pinnacle,3,0.7491,0.0467,1.88,2.91,1.9533,pinnacle:2.0; betsson:1.95; codere_it:1.91,mejores_oportunidades_apuestas_con_resultados_refresco_web_aplicado.csv,2025-12-15T20:48:10,Fallido,,50.87,1-2,,https://www.espn.com/soccer/match/_/gameId/746823/1-fc-heidenheim-1846-1-fc-union-berlin,2025-12-16T01:20:18+00:00,E3_Sharp_Validation,4.0
Sampdoria vs Juve Stabia,2025-11-24 14:30:00,Serie B,Doble Chance,1X,1.45,pinnacle,5,0.7415,0.0343,1.64,3.83,1.4157,pinnacle:1.45; bwin:1.4287; marathonbet:1.41; codere_it:1.41; betsson:1.38,mejores_oportunidades_apuestas_con_resultados_refresco_web_aplicado.csv,2025-12-15T20:48:10,Acertado,,33.56,,,,,E1_Margen_Bajo,4.0
Sampdoria vs Juve Stabia,2025-11-24 14:30:00,Serie B,Doble Chance,1X,1.45,pinnacle,5,0.7415,0.0343,1.64,3.83,1.4157,pinnacle:1.45; bwin:1.4287; marathonbet:1.41; codere_it:1.41; betsson:1.38,mejores_oportunidades_apuestas_con_resultados_refresco_web_aplicado.csv,2025-12-15T20:48:10,Acertado,,33.56,,,,,E3_Sharp_Validation,4.0
San Diego FC vs Minnesota United FC,2025-11-24 22:00:00,MLS,Doble Chance,X2,2.32,pinnacle,5,0.729,0.0889,2.85,3.69,2.2311,pinnacle:2.32; betsson:2.29; marathonbet:2.2; bwin:2.1955; codere_it:2.15,mejores_oportunidades_apuestas_con_resultados_refresco_web_aplicado.csv,2025-12-15T20:48:10,Fallido,,59.9,,,,,E5_Alta_Confianza,5.0
San Diego FC vs Minnesota United FC,2025-11-24 22:00:00,MLS,Doble Chance,1X,1.2,pinnacle,5,0.729,0.0262,1.58,3.69,1.1738,pinnacle:1.2; betsson:1.19; bwin:1.1691; marathonbet:1.16; codere_it:1.15,mejores_oportunidades_apuestas_con_resultados_refresco_web_aplicado.csv,2025-12-15T20:48:10,Acertado,,33.62,,,,,E1_Margen_Bajo,4.0
San Diego FC vs Minnesota United FC,2025-11-24 22:00:00,MLS,Doble Chance,X2,2.32,pinnacle,5,0.729,0.0889,2.85,3.69,2.2311,pinnacle:2.32; betsson:2.29; marathonbet:2.2; bwin:2.1955; codere_it:2.15,mejores_oportunidades_apuestas_con_resultados_refresco_web_aplicado.csv,2025-12-15T20:48:10,Fallido,,59.9,,,,,E1_Margen_Bajo,4.0
San Diego FC vs Minnesota United FC,2025-11-24 22:00:00,MLS,Doble Chance,1X,1.2,pinnacle,5,0.729,0.0262,1.58,3.69,1.1738,pinnacle:1.2; betsson:1.19; bwin:1.1691; marathonbet:1.16; codere_it:1.15,mejores_oportunidades_apuestas_con_resultados_refresco_web_aplicado.csv,2025-12-15T20:48:10,Acertado,,33.62,,,,,E3_Sharp_Validation,4.0
San Diego FC vs Minnesota United FC,2025-11-24 22:00:00,MLS,Doble Chance,X2,2.32,pinnacle,5,0.729,0.0889,2.85,3.69,2.2311,pinnacle:2.32; betsson:2.29; marathonbet:2.2; bwin:2.1955; codere_it:2.15,mejores_oportunidades_apuestas_con_resultados_refresco_web_aplicado.csv,2025-12-15T20:48:10,Fallido,,59.9,,,,,E3_Sharp_Validation,4.0
AEL vs OFI Crete,2025-11-24 13:00:00,Super League,Goles (Over/Under),Over 2.5,2.04,pinnacle,2,0.7049,0.07,3.55,3.66,1.97,pinnacle:2.04; codere_it:1.9,mejores_oportunidades_apuestas_con_resultados_refresco_web_aplicado.csv,2025-12-15T20:48:10,Acertado,,59.43,1-2,,https://www.espn.com/soccer/match/_/gameId/752346/ofi-crete-larissa-fc,2025-12-16T01:20:18+00:00,E1_Margen_Bajo,4.0
AEL vs OFI Crete,2025-11-24 13:00:00,Super League,Goles (Over/Under),Under 2.5,1.83,pinnacle,2,0.7049,0.025,1.39,3.66,1.805,pinnacle:1.83; codere_it:1.78,mejores_oportunidades_apuestas_con_resultados_refresco_web_aplicado.csv,2025-12-15T20:48:10,Fallido,,50.01,1-2,,https://www.espn.com/soccer/match/_/gameId/752346/ofi-crete-larissa-fc,2025-12-16T01:20:18+00:00,E1_Margen_Bajo,4.0
AEL vs OFI Crete,2025-11-24 13:00:00,Super League,Goles (Over/Under),Over 2.5,2.04,pinnacle,2,0.7049,0.07,3.55,3.66,1.97,pinnacle:2.04; codere_it:1.9,mejores_oportunidades_apuestas_con_resultados_refresco_web_aplicado.csv,2025-12-15T20:48:10,Acertado,,59.43,1-2,,https://www.espn.com/soccer/match/_/gameId/752346/ofi-crete-larissa-fc,2025-12-16T01:20:18+00:00,E3_Sharp_Validation,4.0
AEL vs OFI Crete,2025-11-24 13:00:00,Super League,Goles (Over/Under),Under 2.5,1.83,pinnacle,2,0.7049,0.025,1.39,3.66,1.805,pinnacle:1.83; codere_it:1.78,mejores_oportunidades_apuestas_con_resultados_refresco_web_aplicado.csv,2025-12-15T20:48:10,Fallido,,50.01,1-2,,https://www.espn.com/soccer/match/_/gameId/752346/ofi-crete-larissa-fc,2025-12-16T01:20:18+00:00,E3_Sharp_Validation,4.0
Stade de Reims vs Montpellier,2025-11-24 14:45:00,Ligue 2,Doble Chance,1X,1.3,pinnacle,4,0.6787,0.0225,1.16,4.45,1.2775,pinnacle:1.3; betsson:1.28; codere_it:1.27; marathonbet:1.26,mejores_oportunidades_apuestas_con_resultados_refresco_web_aplicado.csv,2025-12-15T20:48:10,Acertado,,33.48,,,,,E3_Sharp_Validation,4.0
Everton vs Newcastle United,2025-11-29 12:30:00,EPL,Goles (Over/Under),Over 2.5,2.07,pinnacle,3,0.6542,0.05,2.02,2.95,2.02,pinnacle:2.07; betsson:2.02; codere_it:1.97,mejores_oportunidades_apuestas_con_resultados_refresco_web_aplicado.csv,2025-12-15T20:48:10,Acertado,,61.36,1-4,,https://www.espn.com/soccer/match/_/gameId/740721/newcastle-united-everton,2025-12-16T01:20:18+00:00,E1_Margen_Bajo,4.0
Everton vs Newcastle United,2025-11-29 12:30:00,EPL,Goles (Over/Under),Under 2.5,1.83,pinnacle,3,0.6542,0.0233,1.14,2.95,1.8067,pinnacle:1.83; codere_it:1.81; betsson:1.78,mejores_oportunidades_apuestas_con_resultados_refresco_web_aplicado.csv,2025-12-15T20:48:10,Fallido,,51.38,1-4,,https://www.espn.com/soccer/match/_/gameId/740721/newcastle-united-everton,2025-12-16T01:20:18+00:00,E1_Margen_Bajo,4.0
Everton vs Newcastle United,2025-11-29 12:30:00,EPL,Goles (Over/Under),Over 2.5,2.07,pinnacle,3,0.6542,0.05,2.02,2.95,2.02,pinnacle:2.07; betsson:2.02; codere_it:1.97,mejores_oportunidades_apuestas_con_resultados_refresco_web_aplicado.csv,2025-12-15T20:48:10,Acertado,,61.36,1-4,,https://www.espn.com/soccer/match/_/gameId/740721/newcastle-united-everton,2025-12-16T01:20:18+00:00,E3_Sharp_Validation,4.0
Everton vs Newcastle United,2025-11-29 12:30:00,EPL,Goles (Over/Under),Under 2.5,1.83,pinnacle,3,0.6542,0.0233,1.14,2.95,1.8067,pinnacle:1.83; codere_it:1.81; betsson:1.78,mejores_oportunidades_apuestas_con_resultados_refresco_web_aplicado.csv,2025-12-15T20:48:10,Fallido,,51.38,1-4,,https://www.espn.com/soccer/match/_/gameId/740721/newcastle-united-everton,2025-12-16T01:20:18+00:00,E3_Sharp_Validation,4.0
