Partido,Fecha_Hora_Colombia,Liga,Tipo_Mercado,Mercado,Mejor_Cuota,Mejor_Casa,Num_Casas,Score_Final,Diferencia_Cuota_Promedio,Volatilidad_Pct,Margen_Casa_Pct,Cuota_Promedio_Mercado,Todas_Las_Cuotas,_source_file,_loaded_at,Resultado,Resultado_Cumplido,Confianza,Marcador,Estado_Partido,Fuente_Web,Actualizado_Web_UTC,Estrategia,Prioridad,P_Win_Calibrada,Confianza_Calibrada,Split_Calibracion
Aris Thessaloniki vs Olympiakos Piraeus,2025-12-14 13:00:00,Super League,Doble Chance,X2,1.09,betsson,3,0.2244,0.0133,1.16,5.66,1.0767,betsson:1.09; pinnacle:1.08; codere_it:1.06,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,47.99,0-0,,,,,,0.6514630458267523,65.15,test
Bayern Munich vs FSV Mainz 05,2025-12-14 11:30:00,Bundesliga,Goles (Over/Under),Over 4.5,2.31,codere_it,2,0.2154,0.015,0.65,3.9,2.295,codere_it:2.31; betsson:2.28,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Fallido,,26.97,2-2,,,,,,0.4961646406677446,49.62,test
Bayern Munich vs FSV Mainz 05,2025-12-14 11:30:00,Bundesliga,Goles (Over/Under),Under 4.5,1.65,codere_it,2,0.2154,0.015,0.92,3.9,1.635,codere_it:1.65; betsson:1.62,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,22.46,2-2,,,,,,0.5703217948567985,57.03,test
Marseille vs AS Monaco,2025-12-14 14:45:00,Ligue 1,Doble Chance,1X,1.29,pinnacle,4,0.2147,0.0075,0.34,3.4,1.2825,pinnacle:1.29; betsson:1.28; codere_it:1.28; marathonbet:1.28,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,41.74,1-0,,,,,,0.6501839565195521,65.02,test
Crystal Palace vs Manchester City,2025-12-14 09:00:00,EPL,Doble Chance,1X,1.99,marathonbet,4,0.213,0.0225,0.91,3.24,1.9675,marathonbet:1.99; pinnacle:1.97; betsson:1.97; codere_it:1.94,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Fallido,,23.55,0-3,,,,,,0.5539878455221285,55.4,train
Bologna vs Juventus,2025-12-14 14:45:00,Serie A,Goles (Over/Under),Over 2.5,2.18,betsson,2,0.2114,0.02,0.93,6.48,2.16,betsson:2.18; codere_it:2.14,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Fallido,,50.18,0-1,,,,,,0.5063479928831359,50.63,test
Bologna vs Juventus,2025-12-14 14:45:00,Serie A,Goles (Over/Under),Under 2.5,1.65,betsson,2,0.2114,0.025,1.54,6.48,1.625,betsson:1.65; codere_it:1.6,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,32.12,0-1,,,,,,0.5575187505172013,55.75,test
Bologna vs Juventus,2025-12-14 14:45:00,Serie A,Doble Chance,1X,1.54,pinnacle,4,0.2107,0.01,0.65,3.37,1.53,pinnacle:1.54; marathonbet:1.54; codere_it:1.52; betsson:1.52,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Fallido,,27.64,0-1,,,,,,0.6175207438197042,61.75,test
Genoa vs Inter Milan,2025-12-14 12:00:00,Serie A,Doble Chance,1X,2.53,marathonbet,4,0.2097,0.05,1.31,3.29,2.48,marathonbet:2.53; pinnacle:2.48; codere_it:2.47; betsson:2.44,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Fallido,,20.0,1-2,,,,,,0.46558522429488963,46.56,test
Werder Bremen vs VfB Stuttgart,2025-12-14 13:30:00,Bundesliga,Goles (Over/Under),Over 3.5,2.32,betsson,2,0.2003,0.045,1.98,6.39,2.275,betsson:2.32; codere_it:2.23,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,14.19,0-4,,,,,,0.4587073721974235,45.87,test
Werder Bremen vs VfB Stuttgart,2025-12-14 13:30:00,Bundesliga,Goles (Over/Under),Under 3.5,1.58,betsson,2,0.2003,0.01,0.64,6.39,1.57,betsson:1.58; codere_it:1.56,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Fallido,,48.76,0-4,,,,,,0.587147080239603,58.71,test
Fatih Karagümrük vs Kocaelispor,2025-12-14 09:00:00,Super League,Goles (Over/Under),Over 2.5,2.07,betsson,2,0.2,0.01,0.49,6.45,2.06,betsson:2.07; codere_it:2.05,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Fallido,,59.51,1-1,,,,,,0.5320177651084446,53.2,train
Fatih Karagümrük vs Kocaelispor,2025-12-14 09:00:00,Super League,Goles (Over/Under),Under 2.5,1.72,betsson,2,0.2,0.03,1.78,6.45,1.69,betsson:1.72; codere_it:1.66,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,30.92,1-1,,,,,,0.5428036831759387,54.28,train
Marseille vs AS Monaco,2025-12-14 14:45:00,Ligue 1,Goles (Over/Under),Over 3.5,2.18,betsson,2,0.1991,0.025,1.16,6.48,2.155,betsson:2.18; codere_it:2.13,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Fallido,,17.68,1-0,,,,,,0.49990074656546135,49.99,test
Marseille vs AS Monaco,2025-12-14 14:45:00,Ligue 1,Goles (Over/Under),Under 3.5,1.65,betsson,2,0.1991,0.02,1.23,6.48,1.63,betsson:1.65; codere_it:1.61,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,41.19,1-0,,,,,,0.5649084205147209,56.49,test
Panetolikos Agrinio vs AEK Athens,2025-12-14 10:30:00,Super League,Doble Chance,X2,1.07,betsson,3,0.1973,0.0167,1.61,5.88,1.0533,betsson:1.07; pinnacle:1.06; codere_it:1.03,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,44.63,0-5,,,,,,0.6464990495009927,64.65,train
Trabzonspor vs Besiktas JK,2025-12-14 12:00:00,Super League,Goles (Over/Under),Over 2.5,1.63,betsson,2,0.1925,0.01,0.62,6.39,1.62,betsson:1.63; codere_it:1.61,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,55.03,3-3,,,,,,0.5816688216431951,58.17,test
Trabzonspor vs Besiktas JK,2025-12-14 12:00:00,Super League,Goles (Over/Under),Under 2.5,2.22,betsson,2,0.1925,0.04,1.83,6.39,2.18,betsson:2.22; codere_it:2.14,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Fallido,,30.57,3-3,,,,,,0.47595383051298074,47.6,test
Nottingham Forest vs Tottenham Hotspur,2025-12-14 09:00:00,EPL,Doble Chance,X2,1.55,pinnacle,4,0.1916,0.01,0.46,3.34,1.54,pinnacle:1.55; marathonbet:1.54; betsson:1.54; codere_it:1.53,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Fallido,,62.58,3-0,,,,,,0.6186535589210033,61.87,train
Sunderland vs Newcastle United,2025-12-14 09:00:00,EPL,Doble Chance,X2,1.35,pinnacle,4,0.1765,0.0025,0.32,3.4,1.3475,pinnacle:1.35; marathonbet:1.35; betsson:1.35; codere_it:1.34,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Fallido,,71.53,1-0,,,,,,0.6473471335459932,64.73,train
Panetolikos Agrinio vs AEK Athens,2025-12-14 10:30:00,Super League,Goles (Over/Under),Over 2.5,1.97,betsson,3,0.1663,0.0233,1.7,5.11,1.9467,betsson:1.97; pinnacle:1.97; codere_it:1.9,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,44.79,0-5,,,,,,0.5277951804874726,52.78,train
Celta Vigo vs Athletic Bilbao,2025-12-14 10:15:00,La Liga,Goles (Over/Under),Over 2.5,2.12,betsson,2,0.1659,0.025,1.19,6.69,2.095,betsson:2.12; codere_it:2.07,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Fallido,,46.37,2-0,,,,,,0.5068584307164679,50.69,train
Celta Vigo vs Athletic Bilbao,2025-12-14 10:15:00,La Liga,Goles (Over/Under),Under 2.5,1.68,betsson,2,0.1659,0.015,0.9,6.69,1.665,betsson:1.68; codere_it:1.65,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,35.28,2-0,,,,,,0.5692445464154806,56.92,train
Wellington Phoenix FC vs Newcastle Jets FC,2025-12-13 21:00:00,A-League,Goles (Over/Under),Under 3.5,1.7,betsson,2,0.1619,0.03,1.8,5.99,1.67,betsson:1.7; codere_it:1.64,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Fallido,,37.75,1-3,,,,,,0.5446613580825945,54.47,train
AC Milan vs Sassuolo,2025-12-14 06:30:00,Serie A,Doble Chance,1X,1.1,marathonbet,4,0.1574,0.01,0.65,3.94,1.09,marathonbet:1.1; pinnacle:1.09; codere_it:1.09; betsson:1.08,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,25.18,2-2,,,,,,0.6657899885050822,66.58,train
Strasbourg vs Lorient,2025-12-14 11:15:00,Ligue 1,Doble Chance,1X,1.21,pinnacle,4,0.1534,0.0025,0.36,3.65,1.2075,pinnacle:1.21; betsson:1.21; marathonbet:1.21; codere_it:1.2,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,37.86,0-0,,,,,,0.6620748762307379,66.21,train
RB Salzburg vs Wolfsberger AC,2025-12-14 08:30:00,Austrian Bundesliga,Goles (Over/Under),Under 2.5,2.21,codere_it,2,0.1504,0.065,3.03,5.85,2.145,codere_it:2.21; betsson:2.08,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Fallido,,27.43,2-1,,,,,,0.44404389322646987,44.4,train
Brentford vs Leeds United,2025-12-14 11:30:00,EPL,Doble Chance,1X,1.3,pinnacle,4,0.142,0.01,0.78,3.45,1.29,pinnacle:1.3; marathonbet:1.3; codere_it:1.28; betsson:1.28,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,22.88,1-1,,,,,,0.6426662712065543,64.27,test
Brentford vs Leeds United,2025-12-14 11:30:00,EPL,Doble Chance,X2,1.85,pinnacle,4,0.142,0.01,0.94,3.45,1.84,pinnacle:1.85; marathonbet:1.85; betsson:1.85; codere_it:1.81,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,49.8,1-1,,,,,,0.5791097421670941,57.91,train
Pescara vs Frosinone,2025-12-14 11:15:00,Serie B,Goles (Over/Under),Under 2.5,2.12,codere_it,2,0.1352,0.035,1.68,5.99,2.085,codere_it:2.12; betsson:2.05,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Fallido,,29.55,1-2,,,,,,0.4930888106645814,49.31,train
Fiorentina vs Hellas Verona,2025-12-14 09:00:00,Serie A,Doble Chance,X2,1.95,marathonbet,4,0.1302,0.0275,1.18,3.84,1.9225,marathonbet:1.95; pinnacle:1.94; codere_it:1.9; betsson:1.9,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,46.69,1-2,,,,,,0.5524152982432411,55.24,train
AC Milan vs Sassuolo,2025-12-14 06:30:00,Serie A,Doble Chance,X2,2.93,pinnacle,4,0.1232,0.05,1.28,4.06,2.88,pinnacle:2.93; marathonbet:2.9; betsson:2.85; codere_it:2.84,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,45.53,2-2,,,,,,0.42013118606114486,42.01,train
BSC Young Boys vs FC Luzern,2025-12-14 08:00:00,Swiss Superleague,Goles (Over/Under),Under 3.5,1.72,codere_it,2,0.1109,0.02,1.18,6.22,1.7,codere_it:1.72; betsson:1.68,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,39.02,2-0,,,,,,0.5574069490019663,55.74,train
Crystal Palace vs Manchester City,2025-12-14 09:00:00,EPL,Doble Chance,X2,1.28,pinnacle,4,0.1102,0.0075,0.65,3.54,1.2725,pinnacle:1.28; betsson:1.28; marathonbet:1.27; codere_it:1.26,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,53.44,0-3,,,,,,0.6481013521636273,64.81,train
RC Lens vs Nice,2025-12-14 11:15:00,Ligue 1,Doble Chance,X2,2.82,pinnacle,4,0.1069,0.0475,1.45,3.93,2.7725,pinnacle:2.82; betsson:2.79; marathonbet:2.77; codere_it:2.71,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Fallido,,44.29,2-0,,,,,,0.43250520223694505,43.25,train
Schweinfurt vs TSV Havelse,2025-12-14 13:30:00,3. Liga,Goles (Over/Under),Over 3.5,2.22,betsson,2,0.106,0.02,0.91,7.55,2.2,betsson:2.22; codere_it:2.18,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,16.82,2-3,,,,,,0.5029363668204253,50.29,test
Schweinfurt vs TSV Havelse,2025-12-14 13:30:00,3. Liga,Goles (Over/Under),Under 3.5,1.6,betsson,2,0.106,0.01,0.63,7.55,1.59,betsson:1.6; codere_it:1.58,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Fallido,,45.7,2-3,,,,,,0.5860462049762573,58.6,test
Legia Warszawa vs Piast Gliwice,2025-12-14 14:15:00,Ekstraklasa,Goles (Over/Under),Over 2.5,1.98,betsson,2,0.0941,0.015,0.76,7.65,1.965,betsson:1.98; codere_it:1.95,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Fallido,,48.6,0-1,,,,,,0.5368160462112421,53.68,test
Legia Warszawa vs Piast Gliwice,2025-12-14 14:15:00,Ekstraklasa,Goles (Over/Under),Under 2.5,1.75,betsson,2,0.0941,0.01,0.57,7.65,1.74,betsson:1.75; codere_it:1.73,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,39.18,0-1,,,,,,0.5695839860156324,56.96,test
FC Lugano vs Servette,2025-12-14 10:30:00,Swiss Superleague,Goles (Over/Under),Over 2.5,1.68,betsson,2,0.0934,0.01,0.6,7.6,1.67,betsson:1.68; codere_it:1.66,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,52.1,4-2,,,,,,0.577276976174952,57.73,train
FC Lugano vs Servette,2025-12-14 10:30:00,Swiss Superleague,Goles (Over/Under),Under 2.5,2.08,betsson,2,0.0934,0.015,0.73,7.6,2.065,betsson:2.08; codere_it:2.05,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Fallido,,35.33,4-2,,,,,,0.5253834610801857,52.54,train
Wehen Wiesbaden vs FC Energie Cottbus,2025-12-14 07:30:00,3. Liga,Goles (Over/Under),Over 2.5,1.58,betsson,2,0.0904,0.01,0.64,7.74,1.57,betsson:1.58; codere_it:1.56,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,50.92,3-1,,,,,,0.5883926597673672,58.84,train
Wehen Wiesbaden vs FC Energie Cottbus,2025-12-14 07:30:00,3. Liga,Goles (Over/Under),Under 2.5,2.25,betsson,2,0.0904,0.015,0.67,7.74,2.235,betsson:2.25; codere_it:2.22,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Fallido,,36.42,3-1,,,,,,0.5061763585867216,50.62,train
FC Twente Enschede vs Go Ahead Eagles,2025-12-14 08:30:00,Eredivisie,Doble Chance,X2,3.1,betsson,4,0.0821,0.1625,3.69,5.24,2.9375,betsson:3.1; codere_it:2.95; pinnacle:2.9; marathonbet:2.8,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Fallido,,38.09,2-0,,,,,,0.3005355193935722,30.05,train
Genoa vs Inter Milan,2025-12-14 12:00:00,Serie A,Doble Chance,X2,1.14,pinnacle,4,0.0815,0.0025,0.38,3.68,1.1375,pinnacle:1.14; betsson:1.14; marathonbet:1.14; codere_it:1.13,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,63.3,1-2,,,,,,0.669400123300384,66.94,test
Motor Lublin vs Jagiellonia Białystok,2025-12-14 11:30:00,Ekstraklasa,Goles (Over/Under),Over 2.5,1.65,betsson,2,0.0758,0.01,0.61,7.78,1.64,betsson:1.65; codere_it:1.63,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Fallido,,51.24,1-1,,,,,,0.5807862693101704,58.08,test
Motor Lublin vs Jagiellonia Białystok,2025-12-14 11:30:00,Ekstraklasa,Goles (Over/Under),Under 2.5,2.12,betsson,2,0.0758,0.01,0.47,7.78,2.11,betsson:2.12; codere_it:2.1,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,42.32,1-1,,,,,,0.5276813907825025,52.77,train
SV Darmstadt 98 vs SC Preußen Münster,2025-12-14 07:30:00,Bundesliga 2,Doble Chance,1X,1.16,codere_it,4,0.0741,0.0125,1.13,6.21,1.1475,codere_it:1.16; pinnacle:1.16; marathonbet:1.14; betsson:1.13,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,14.29,1-0,,,,,,0.6541654451302511,65.42,train
Carrarese vs Virtus Entella,2025-12-14 09:00:00,Serie B,Goles (Over/Under),Over 2.5,2.15,betsson,2,0.0534,0.02,0.94,8.24,2.13,betsson:2.15; codere_it:2.11,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,44.67,3-1,,,,,,0.5114800734899475,51.15,train
Carrarese vs Virtus Entella,2025-12-14 09:00:00,Serie B,Goles (Over/Under),Under 2.5,1.62,betsson,2,0.0534,0.0,0.0,8.24,1.62,betsson:1.62; codere_it:1.62,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Fallido,,20.23,3-1,,,,,,0.5989383639126499,59.89,train
Almería vs Burgos CF,2025-12-14 12:30:00,La Liga 2,Goles (Over/Under),Over 2.5,2.15,betsson,2,0.0498,0.01,0.47,8.24,2.14,betsson:2.15; codere_it:2.13,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,55.2,1-2,,,,,,0.5245541621660467,52.46,test
Almería vs Burgos CF,2025-12-14 12:30:00,La Liga 2,Goles (Over/Under),Under 2.5,1.62,betsson,2,0.0498,0.005,0.31,8.24,1.615,betsson:1.62; codere_it:1.61,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Fallido,,52.38,1-2,,,,,,0.5917485777350115,59.17,test
Ajax vs Feyenoord,2025-12-14 08:30:00,Eredivisie,Doble Chance,1X,1.72,betsson,4,0.0458,0.025,1.53,5.46,1.695,betsson:1.72; pinnacle:1.72; codere_it:1.68; marathonbet:1.66,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,11.57,2-0,,,,,,0.578035556667705,57.8,train
Sparta Rotterdam vs Heerenveen,2025-12-14 06:15:00,Eredivisie,Goles (Over/Under),Under 3.5,1.59,codere_it,2,0.04,0.015,0.95,6.0,1.575,codere_it:1.59; betsson:1.56,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,39.06,0-3,,,,,,0.578854633886123,57.89,train
Jahn Regensburg vs Waldhof Mannheim,2025-12-14 10:30:00,3. Liga,Goles (Over/Under),Over 2.5,1.58,betsson,2,0.036,0.005,0.32,8.34,1.575,betsson:1.58; codere_it:1.57,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,64.73,3-0,,,,,,0.5962934076580209,59.63,train
Jahn Regensburg vs Waldhof Mannheim,2025-12-14 10:30:00,3. Liga,Goles (Over/Under),Under 2.5,2.22,betsson,2,0.036,0.005,0.23,8.34,2.215,betsson:2.22; codere_it:2.21,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Fallido,,63.16,3-0,,,,,,0.5230009748887163,52.3,train
Elversberg vs Fortuna Düsseldorf,2025-12-14 07:30:00,Bundesliga 2,Goles (Over/Under),Over 3.5,2.28,betsson,2,0.0346,0.015,0.66,8.38,2.265,betsson:2.28; codere_it:2.25,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Fallido,,18.58,1-0,,,,,,0.5033751661564965,50.34,train
FC Zwolle vs Fortuna Sittard,2025-12-13 15:00:00,Eredivisie,Goles (Over/Under),Under 2.5,2.16,codere_it,2,0.0307,0.025,1.17,6.18,2.135,codere_it:2.16; betsson:2.11,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,28.9,1-0,,,,,,0.5023515431860521,50.24,train
SV Darmstadt 98 vs SC Preußen Münster,2025-12-14 07:30:00,Bundesliga 2,Goles (Over/Under),Under 2.5,2.18,betsson,2,0.0251,0.01,0.46,8.37,2.17,betsson:2.18; codere_it:2.16,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,41.08,1-0,,,,,,0.521300940555938,52.13,train
FC Twente Enschede vs Go Ahead Eagles,2025-12-14 08:30:00,Eredivisie,Goles (Over/Under),Under 3.5,1.65,codere_it,2,0.0248,0.02,1.23,6.06,1.63,codere_it:1.65; betsson:1.61,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,36.17,2-0,,,,,,0.5650442118239803,56.5,train
Ajax vs Feyenoord,2025-12-14 08:30:00,Eredivisie,Goles (Over/Under),Over 3.5,2.21,codere_it,2,0.0,0.0,0.0,6.22,2.21,codere_it:2.21; betsson:2.21,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Fallido,,3.22,2-0,,,,,,0.5291647768328919,52.92,train
Ajax vs Feyenoord,2025-12-14 08:30:00,Eredivisie,Goles (Over/Under),Under 3.5,1.64,codere_it,2,0.0,0.0,0.0,6.22,1.64,codere_it:1.64; betsson:1.64,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,27.22,2-0,,,,,,0.5953552461536955,59.54,train
Gazişehir Gaziantep vs Goztepe,2025-12-14 06:30:00,Super League,Doble Chance,X2,1.39,codere_it,4,-0.0135,0.015,1.09,5.94,1.375,codere_it:1.39; pinnacle:1.39; betsson:1.36; marathonbet:1.36,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,41.24,0-1,,,,,,0.6279746590414446,62.8,train
FC Twente Enschede vs Go Ahead Eagles,2025-12-14 08:30:00,Eredivisie,Goles (Over/Under),Over 3.5,2.26,betsson,2,-0.0236,0.03,1.35,6.36,2.23,betsson:2.26; codere_it:2.2,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Fallido,,9.84,2-0,,,,,,0.4849560278429186,48.5,train
SV Darmstadt 98 vs SC Preußen Münster,2025-12-14 07:30:00,Bundesliga 2,Goles (Over/Under),Over 2.5,1.6,codere_it,2,-0.025,0.0,0.0,8.8,1.6,codere_it:1.6; betsson:1.6,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Fallido,,31.52,1-0,,,,,,0.6017988081828615,60.18,train
FC Zwolle vs Fortuna Sittard,2025-12-13 15:00:00,Eredivisie,Goles (Over/Under),Over 2.5,1.69,betsson,2,-0.029,0.01,0.6,6.56,1.68,betsson:1.69; codere_it:1.67,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Fallido,,48.85,1-0,,,,,,0.5756780983892802,57.57,train
Elversberg vs Fortuna Düsseldorf,2025-12-14 07:30:00,Bundesliga 2,Goles (Over/Under),Under 3.5,1.55,codere_it,2,-0.0324,0.0,0.0,8.96,1.55,codere_it:1.55; betsson:1.55,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,25.26,1-0,,,,,,0.6075784900507402,60.76,train
Sparta Rotterdam vs Heerenveen,2025-12-14 06:15:00,Eredivisie,Goles (Over/Under),Over 3.5,2.36,betsson,2,-0.037,0.02,0.85,6.48,2.34,betsson:2.36; codere_it:2.32,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Fallido,,13.74,0-3,,,,,,0.48671856100845823,48.67,train
Austria Wien vs Sturm Graz,2025-12-14 11:00:00,Austrian Bundesliga,Doble Chance,1X,1.41,codere_it,3,-0.0484,0.0133,1.35,5.99,1.3967,codere_it:1.41; pinnacle:1.41; betsson:1.37,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,9.29,3-1,,,,,,0.615061084048089,61.51,train
Fatih Karagümrük vs Kocaelispor,2025-12-14 09:00:00,Super League,Doble Chance,X2,1.34,betsson,4,-0.074,0.0025,0.32,6.35,1.3375,betsson:1.34; pinnacle:1.34; codere_it:1.34; marathonbet:1.33,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,61.28,1-1,,,,,,0.6510060380282536,65.1,train
BSC Young Boys vs FC Luzern,2025-12-14 08:00:00,Swiss Superleague,Goles (Over/Under),Over 3.5,2.08,betsson,2,-0.0908,0.0,0.0,7.6,2.08,betsson:2.08; codere_it:2.08,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Fallido,,-0.09,2-0,,,,,,0.5456863709051718,54.57,train
West Ham United vs Aston Villa,2025-12-14 09:00:00,EPL,Doble Chance,1X,1.84,betsson,4,-0.0995,0.015,0.82,4.42,1.825,betsson:1.84; pinnacle:1.83; marathonbet:1.83; codere_it:1.8,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Fallido,,13.74,2-3,,,,,,0.5794815249683455,57.95,train
Pescara vs Frosinone,2025-12-14 11:15:00,Serie B,Goles (Over/Under),Over 2.5,1.7,betsson,2,-0.1053,0.0,0.0,7.6,1.7,betsson:1.7; codere_it:1.7,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,29.47,1-2,,,,,,0.5897610493789517,58.98,train
NAC Breda vs FC Utrecht,2025-12-14 10:45:00,Eredivisie,Goles (Over/Under),Under 2.5,2.0,codere_it,3,-0.1107,0.0433,2.14,5.87,1.9567,codere_it:2.0; pinnacle:1.97; betsson:1.9,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,20.96,1-1,,,,,,0.5055879645524523,50.56,train
